eta	mean	conf_05	conf_95	trace_00	trace_01	trace_02	trace_03	trace_04	trace_05	trace_06	trace_07	trace_08	trace_09	trace_10	trace_11	trace_12	trace_13	trace_14	trace_15	trace_16	trace_17	trace_18	trace_19	trace_20	trace_21	trace_22	trace_23	trace_24	trace_25	trace_26	trace_27	trace_28	trace_29	trace_30	trace_31	trace_32	trace_33	trace_34	trace_35	trace_36	trace_37	trace_38	trace_39	trace_40	trace_41	trace_42	trace_43	trace_44	trace_45	trace_46	trace_47	trace_48	trace_49
0.0084975	2.27907	2.27718	2.28095	2.27887	2.27887	2.27886	2.27888	2.28066	2.27886	2.27889	2.27887	2.27887	2.27886	2.27886	2.27886	2.27886	2.27897	2.27891	2.27886	2.27921	2.27886	2.27886	2.27886	2.27887	2.27892	2.27886	2.27892	2.27886	2.27886	2.27891	2.27887	2.27886	2.27887	2.27887	2.27887	2.27886	2.27886	2.27886	2.27974	2.27886	2.27890	2.27886	2.27886	2.27886	2.27887	2.27887	2.27887	2.27886	2.27891	2.27886	2.27887	2.27887	2.28552
0.0095455	2.25734	2.25684	2.25784	2.25730	2.25730	2.25730	2.25730	2.25744	2.25730	2.25730	2.25730	2.25730	2.25730	2.25730	2.25730	2.25730	2.25732	2.25730	2.25730	2.25734	2.25730	2.25730	2.25730	2.25730	2.25731	2.25730	2.25731	2.25730	2.25730	2.25730	2.25730	2.25730	2.25730	2.25730	2.25730	2.25730	2.25730	2.25730	2.25735	2.25730	2.25730	2.25730	2.25730	2.25730	2.25730	2.25730	2.25730	2.25730	2.25730	2.25730	2.25730	2.25730	2.25912
0.0107227	2.24331	2.24323	2.24339	2.24330	2.24330	2.24330	2.24330	2.24331	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24331	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24330	2.24358
0.0120450	2.23618	2.23617	2.23619	2.23618	2.23618	2.23618	2.23618	2.23618	2.23617	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23618	2.23621
0.0135305	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537	2.23537
0.0151991	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075	2.24075
0.0170735	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284	2.25284
0.0191791	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320	2.27320
0.0215444	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531	2.30531
0.0242013	2.35630	2.35627	2.35633	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35630	2.35640
