p	mean	conf_05	conf_95	trace_00	trace_01	trace_02	trace_03	trace_04	trace_05	trace_06	trace_07	trace_08	trace_09	trace_10	trace_11	trace_12	trace_13	trace_14	trace_15	trace_16	trace_17	trace_18	trace_19	trace_20	trace_21	trace_22	trace_23	trace_24	trace_25	trace_26	trace_27	trace_28	trace_29	trace_30	trace_31	trace_32	trace_33	trace_34	trace_35	trace_36	trace_37	trace_38	trace_39	trace_40	trace_41	trace_42	trace_43	trace_44	trace_45	trace_46	trace_47	trace_48	trace_49
0.00000	2.04449	1.50238	2.520380735397339	2.51943	2.14228	2.16110	2.53352	1.47714	2.52895	1.89965	2.46787	2.09199	2.48701	2.58668	1.78587	1.73143	0.93743	2.00364	1.52497	2.28064	2.11997	1.75929	1.04683	1.73744	2.38521	2.65519	1.99337	2.07367	2.26963	2.30306	2.02170	1.64850	1.94971	2.17661	1.38892	2.27871	2.18083	2.36532	2.00337	1.61369	1.96814	1.70152	2.14558	2.44452	2.27777	2.14056	2.54753	2.50342	1.50519	2.40995	2.35662	2.02267	1.07049
0.01010	2.05568	1.57699	2.4770452976226807	2.47635	2.23409	2.15784	2.48329	1.42416	2.53604	2.08438	2.48697	2.12869	2.45697	2.67247	1.82842	1.74835	0.95534	2.07336	1.59262	2.28886	2.01728	1.73727	0.99308	1.76133	2.43380	2.37837	2.10913	2.08072	2.29005	2.32112	2.07659	1.60966	2.14791	2.28355	1.43763	2.25327	2.24166	2.33091	2.00964	1.66075	1.99176	1.75583	2.17362	2.40562	2.29418	2.18019	2.53614	2.38692	1.59247	2.42138	2.09238	2.04016	1.11126
0.02020	2.13918	1.63010	2.4997758865356445	2.52602	2.32639	2.27034	2.49803	1.56543	2.55617	2.17940	2.51552	2.23593	2.45700	2.67588	1.97534	1.91119	1.26182	2.16701	1.63728	2.34945	1.94658	1.74993	1.12922	1.91512	2.49426	2.35696	2.13840	2.18343	2.36188	2.38767	2.25182	1.71280	2.26484	2.33068	1.54120	2.32425	2.33502	2.39612	2.11925	1.72235	2.17074	1.92213	2.27017	2.44132	2.29426	2.27224	2.57592	2.28162	1.91124	2.45792	2.23077	2.15541	1.20542
0.03030	2.27271	1.83630	2.548652410507202	2.55584	2.42727	2.37307	2.52107	1.84029	2.58115	2.32194	2.55525	2.34833	2.54792	2.68818	2.15341	2.09243	1.70447	2.31206	1.78004	2.43194	2.09644	1.91643	1.43224	2.13184	2.54526	2.45315	2.29243	2.32628	2.43071	2.46277	2.39855	1.94068	2.39470	2.45495	1.80036	2.38654	2.43709	2.44057	2.25512	1.85262	2.40953	2.11359	2.36215	2.51184	2.41567	2.35973	2.62094	2.31212	2.31091	2.51606	2.34276	2.31038	1.36621
0.04040	2.39839	2.08881	2.5996222496032715	2.61687	2.49021	2.46613	2.59691	2.09260	2.59948	2.42106	2.58305	2.43608	2.63201	2.67024	2.28043	2.24755	2.05469	2.41959	1.98532	2.49418	2.12183	2.12337	1.71295	2.29540	2.60088	2.56245	2.41776	2.42378	2.49843	2.53891	2.52332	2.15088	2.46954	2.53913	2.04089	2.44858	2.52752	2.51388	2.36461	2.50093	2.56266	2.25339	2.43972	2.58032	2.50025	2.42471	2.67215	2.42214	2.52632	2.56697	2.44204	2.43538	1.63225
0.05051	2.50762	2.27051	2.682267904281616	2.68210	2.56095	2.54977	2.64124	2.25803	2.59384	2.50304	2.63982	2.50983	2.74150	2.73518	2.37931	2.37398	2.29973	2.50998	2.16172	2.54757	2.27190	2.29587	1.95753	2.42983	2.65185	2.70178	2.50955	2.50386	2.55696	2.61031	2.67020	2.31671	2.54302	2.62439	2.21919	2.50524	2.63143	2.55866	2.47233	2.60430	2.68382	2.36038	2.50693	2.68015	2.58357	2.48691	2.62130	2.53210	2.73101	2.61994	2.50087	2.52822	2.22343
0.06061	2.60498	2.41019	2.7939960956573486	2.69132	2.64484	2.63374	2.67102	2.41389	2.64140	2.58234	2.79510	2.57492	2.72196	2.73092	2.47824	2.47980	2.52256	2.58795	2.31731	2.60577	2.33092	2.43998	2.14316	2.54572	2.83109	2.76116	2.60350	2.57787	2.64643	2.68854	2.80925	2.45165	2.62797	2.69905	2.37659	2.55946	2.64968	2.60025	2.56445	2.74336	2.82143	2.45290	2.57471	2.79387	2.66137	2.54884	2.78444	2.65275	2.82502	2.67366	2.71550	2.62439	2.37687
0.07071	2.70146	2.51479	2.9040188789367676	2.90326	2.71025	2.80790	2.82314	2.52564	2.69798	2.66063	2.90384	2.66029	2.81456	2.80024	2.56678	2.61129	2.66920	2.64909	2.44497	2.64097	2.47951	2.56245	2.32625	2.64494	2.97318	2.90562	2.69306	2.65465	2.68307	2.74308	2.98232	2.57049	2.72921	2.77608	2.50041	2.61317	2.76388	2.68647	2.65253	2.86173	2.96420	2.51638	2.64888	2.87706	2.74863	2.60083	2.70073	2.72376	2.98885	2.65361	2.79375	2.66602	2.49819
0.08081	2.81250	2.61769	3.0924758911132812	3.06543	2.81013	2.79973	2.91749	2.64151	2.65107	2.73135	3.06355	2.71721	2.94786	3.12953	2.62812	2.65617	2.78105	2.69782	2.56426	2.66615	2.59379	2.64708	2.47264	2.72054	3.09095	2.92642	2.78215	2.70839	2.76521	2.84126	3.17881	2.70060	2.83579	2.82782	2.60509	2.64450	3.03452	2.72767	2.73710	3.10618	3.11963	2.58374	2.73448	3.02014	2.83333	2.63410	2.98462	2.81547	3.11549	2.86739	3.00526	2.87721	2.61908
0.09091	2.92900	2.68686	3.2420125007629395	3.19581	2.88396	3.12365	3.02646	2.84148	2.90421	2.81376	3.19544	2.84777	3.00545	3.28134	2.68792	2.79241	2.88577	2.69719	2.77019	2.69273	2.67731	2.71547	2.63651	2.79005	3.22466	3.08484	2.86697	2.76000	2.92373	2.91435	3.32452	2.81773	2.95250	2.88087	2.71099	2.66387	3.18722	2.80023	2.88713	3.25487	3.26124	2.62615	2.86631	3.28524	2.91852	2.63776	3.11536	2.90036	3.24058	2.95929	3.12314	3.07712	2.71938
0.10101	3.05619	2.81054	3.3578429222106934	3.31753	2.96351	3.31340	3.13915	2.89193	3.00080	2.91018	3.33105	2.96451	3.31809	3.35579	2.76862	2.99123	2.98712	2.95038	2.98999	2.66665	2.81063	2.80975	2.84929	2.86298	3.34992	3.20855	2.95011	2.83916	3.13723	2.99771	3.50621	2.96413	3.07253	2.94002	2.87778	2.91096	3.32059	2.89597	3.05307	3.39331	3.40367	2.63866	3.00825	3.45925	3.01354	2.70387	3.25174	2.99361	3.37632	3.04519	3.23261	3.24842	2.82471
0.11111	3.17776	2.90150	3.488293170928955	3.43415	3.03465	3.48630	3.24478	3.30630	3.08187	2.99482	3.47939	3.06259	3.45108	3.47446	2.82990	3.16153	3.08897	3.07995	3.30588	3.05264	2.91995	2.74955	3.08154	2.92292	3.46761	3.32326	3.01794	2.90270	3.28478	3.07335	3.63468	3.14628	3.19057	2.99225	3.03305	2.98714	3.43812	2.97513	3.20049	3.50626	3.54549	2.65616	3.15463	3.63303	3.10301	2.66696	3.37864	3.08703	3.50796	3.13057	3.31477	3.40206	2.89066
0.12121	3.29383	2.98233	3.603430986404419	3.54471	3.11426	3.65733	3.35986	3.45607	3.17868	3.08406	3.58756	3.17378	3.59406	3.59500	2.90627	3.30055	3.20400	3.19682	3.45590	3.16278	3.11341	2.69881	3.26976	2.99581	3.57793	3.40119	3.08666	2.98485	3.42003	3.15496	3.75881	3.18898	3.29318	3.05849	3.21512	3.37845	3.56487	3.06225	3.32423	3.60335	3.70062	2.65169	3.29500	3.75726	3.18853	2.95970	3.50101	3.18951	3.60412	3.19973	3.41072	3.55637	2.95423
0.13131	3.38076	3.03064	3.6856954097747803	3.63282	3.16658	3.74760	3.42647	3.56094	3.23387	3.14534	3.68490	3.24425	3.68082	3.64449	2.92197	3.39596	3.28261	3.27622	3.56762	3.21795	3.22892	2.73254	3.43075	3.03168	3.66348	3.45548	3.12659	3.02132	3.49400	3.20713	3.79610	3.53488	3.37116	3.08243	3.47386	3.51055	3.63082	3.11289	3.42348	3.67505	3.80002	3.03215	3.39963	3.85000	3.23667	3.00775	3.59839	3.27735	3.69285	3.24136	3.45913	3.63477	2.97464
0.14141	3.44429	3.08460	3.739630699157715	3.68025	3.20823	3.83139	3.47103	3.64909	3.28174	3.20223	3.72423	3.30246	3.74264	3.70932	2.73187	3.49670	3.37046	3.33102	3.65183	3.26147	3.31639	3.37040	3.54963	3.07124	3.69863	3.47127	3.15838	3.05506	3.53923	3.24689	3.78554	3.62087	3.43343	3.09859	3.57237	3.65218	3.66614	3.16987	3.48359	3.70256	3.86864	3.08608	3.50208	3.92307	3.27167	3.02236	3.65506	3.34912	3.73930	3.28131	3.48874	3.72680	2.99208
0.15152	3.50148	3.13888	3.7510621547698975	3.73298	3.27689	3.87415	3.51827	3.71929	3.33135	3.27094	3.71196	3.37816	3.80384	3.71422	3.00824	3.54646	3.42982	3.38759	3.73688	3.32762	3.34413	3.48362	3.65478	3.13742	3.71964	3.47793	3.20767	3.13421	3.59965	3.29864	3.71080	3.70419	3.48085	3.13904	3.64460	3.72885	3.71288	3.23192	3.53557	3.74719	3.92950	3.15901	3.57785	3.96031	3.29832	3.11599	3.72129	3.42515	3.78590	3.31812	3.52981	3.74044	3.05007
0.16162	3.56386	3.23199	3.8219480514526367	3.79189	3.36815	3.89314	3.56518	3.75501	3.43561	3.35498	3.73349	3.46757	3.86831	3.73393	3.10612	3.58801	3.51666	3.44501	3.79591	3.41240	3.38098	3.59754	3.75663	3.23055	3.72750	3.48392	3.28299	3.23540	3.66897	3.36752	3.64528	3.79424	3.52478	3.23215	3.70086	3.81988	3.75972	3.32989	3.58265	3.80110	3.98602	3.21961	3.67964	3.99073	3.33358	3.20158	3.78901	3.55628	3.84056	3.36146	3.57964	3.75981	3.14101
0.17172	3.59342	3.30137	3.860687494277954	3.80571	3.42652	3.87071	3.58662	3.79011	3.47541	3.41392	3.67068	3.52015	3.89562	3.71277	3.17648	3.64641	3.56155	3.47030	3.85957	3.47871	3.34102	3.66290	3.81213	3.29324	3.68499	3.45392	3.33338	3.30514	3.69848	3.40082	3.57105	3.83903	3.51875	3.28399	3.72586	3.88076	3.76217	3.40939	3.60525	3.81974	4.01887	3.29188	3.75849	3.98133	3.33262	3.30227	3.80839	3.62905	3.84695	3.40844	3.59240	3.72630	3.21093
0.18182	3.62399	3.35209	3.887577772140503	3.81941	3.51544	3.80754	3.56437	3.81835	3.53919	3.45446	3.64312	3.60372	3.94488	3.70453	3.26250	3.62969	3.63533	3.46987	3.89901	3.51285	3.35037	3.73496	3.88631	3.36440	3.64853	3.43660	3.38797	3.37236	3.76295	3.44756	3.52174	3.86947	3.52401	3.34939	3.72486	3.91818	3.80251	3.46049	3.60861	3.87207	4.01228	3.35228	3.79130	3.98189	3.33463	3.36628	3.85400	3.72581	3.84848	3.44581	3.60909	3.70896	3.30101
0.19192	3.63463	3.39066	3.9179270267486572	3.82831	3.57619	3.70731	3.56514	3.80207	3.56225	3.47136	3.58547	3.63168	3.95420	3.66053	3.33730	3.62724	3.66846	3.44721	3.93614	3.57317	3.32642	3.79246	3.91683	3.40440	3.62223	3.39811	3.45879	3.45327	3.78687	3.45929	3.46662	3.88258	3.48491	3.39123	3.69826	3.92782	3.79906	3.54701	3.59270	3.88745	4.01289	3.38553	3.81779	3.93002	3.31220	3.43919	3.84904	3.77697	3.83885	3.47559	3.63094	3.65296	3.37916
0.20202	3.61130	3.40049	3.8733115196228027	3.76420	3.60163	3.58576	3.51043	3.75083	3.54308	3.44869	3.51315	3.67859	3.93569	3.60549	3.39009	3.55308	3.66036	3.40060	3.90686	3.58778	3.32816	3.83906	3.91696	3.40462	3.54682	3.34835	3.48786	3.48080	3.76938	3.43494	3.41039	3.80725	3.41323	3.41624	3.63135	3.88678	3.75615	3.57599	3.54215	3.87095	3.95470	3.39947	3.83126	3.87181	3.28403	3.51483	3.79041	3.78056	3.74248	3.47728	3.59439	3.58706	3.43314
0.21212	3.60038	3.37314	3.8732495307922363	3.72101	3.66181	3.51012	3.48178	3.71240	3.54698	3.41940	3.46767	3.73761	3.90248	3.54525	3.48284	3.47602	3.65772	3.37335	3.88696	3.58021	3.35575	3.89296	3.90541	3.40750	3.51082	3.31692	3.54981	3.53179	3.77792	3.41786	3.37122	3.71298	3.36544	3.43103	3.56545	3.87173	3.73814	3.64223	3.51284	3.86930	3.89651	3.44448	3.77048	3.79772	3.25505	3.60197	3.75035	3.79387	3.67873	3.50693	3.56986	3.51859	3.52378
0.22222	3.56122	3.36310	3.7938714027404785	3.62397	3.67937	3.43739	3.42024	3.64194	3.49117	3.37322	3.42141	3.74850	3.85142	3.48306	3.55315	3.40403	3.63879	3.33643	3.81831	3.54028	3.39297	3.90554	3.86337	3.36645	3.45588	3.28171	3.58989	3.54278	3.74240	3.36606	3.32545	3.56819	3.30659	3.42360	3.50438	3.78801	3.67691	3.64823	3.45599	3.83351	3.79116	3.43802	3.71144	3.72620	3.22633	3.63553	3.65892	3.74435	3.58298	3.50783	3.50731	3.44479	3.58566
0.23232	3.51196	3.29962	3.7341725826263428	3.55986	3.65197	3.37461	3.38320	3.54423	3.45614	3.31954	3.37525	3.78848	3.76858	3.41742	3.61558	3.32423	3.59994	3.30112	3.69513	3.46456	3.41831	3.90133	3.81051	3.29877	3.40229	3.25237	3.63103	3.51383	3.68707	3.29971	3.28412	3.43389	3.25459	3.38027	3.42571	3.73035	3.57784	3.68578	3.38874	3.78270	3.65824	3.41490	3.60031	3.63226	3.20133	3.68898	3.52549	3.69498	3.46995	3.49776	3.41641	3.38553	3.61262
0.24242	3.45374	3.23960	3.67897891998291	3.47608	3.62770	3.32476	3.33142	3.44492	3.39377	3.25327	3.32847	3.79211	3.68493	3.36201	3.64606	3.26103	3.55615	3.26656	3.55329	3.36042	3.40751	3.86363	3.75211	3.23699	3.34392	3.21877	3.65875	3.47714	3.60849	3.23127	3.23988	3.35778	3.20588	3.32534	3.35831	3.62121	3.48813	3.67832	3.33807	3.70748	3.56034	3.36008	3.46096	3.54299	3.16599	3.66822	3.40914	3.60281	3.39334	3.46865	3.30033	3.32929	3.64277
0.25253	3.38629	3.18808	3.6486823558807373	3.39043	3.53267	3.27357	3.28967	3.35329	3.33198	3.19965	3.28320	3.76898	3.56712	3.30317	3.62813	3.21564	3.47107	3.23367	3.39843	3.24754	3.38649	3.79542	3.69037	3.18836	3.29741	3.18539	3.70843	3.42440	3.50385	3.17408	3.20013	3.30797	3.15839	3.25057	3.30414	3.52705	3.37299	3.64743	3.29582	3.62719	3.32358	3.27513	3.33351	3.45839	3.13264	3.61172	3.29191	3.48004	3.34147	3.40962	3.18565	3.27653	3.65998
0.26263	3.31703	3.15251	3.5789754390716553	3.32737	3.42400	3.22444	3.24339	3.26040	3.27320	3.15267	3.23139	3.70910	3.45678	3.24936	3.53119	3.17276	3.39269	3.19816	3.24794	3.16024	3.32116	3.68330	3.62731	3.15107	3.24881	3.15686	3.75752	3.33177	3.40970	3.11517	3.17054	3.27130	3.11165	3.15302	3.25646	3.44012	3.28480	3.57385	3.25749	3.54344	3.19414	3.18784	3.22561	3.38968	3.10685	3.49530	3.21074	3.34314	3.27769	3.33310	3.10434	3.23761	3.62509
0.27273	3.24360	3.09577	3.484956979751587	3.26061	3.27505	3.17637	3.19431	3.18581	3.22013	3.10712	3.17681	3.61249	3.33043	3.19137	3.39264	3.12776	3.31336	3.14856	3.14704	3.09900	3.22835	3.54017	3.56348	3.11603	3.19684	3.11639	3.78195	3.23683	3.30709	3.06310	3.12243	3.23735	3.05757	3.06001	3.20974	3.34281	3.21425	3.47902	3.21159	3.47066	3.14971	3.11413	3.15564	3.32365	3.06667	3.32290	3.14774	3.20345	3.20640	3.22387	3.03087	3.18191	3.53838
0.28283	3.17286	3.04053	3.3852896690368652	3.19218	3.14427	3.12649	3.14284	3.12136	3.17176	3.06265	3.12076	3.48497	3.22572	3.12025	3.21635	3.08217	3.24266	3.10246	3.07375	3.05319	3.13141	3.38192	3.49921	3.08280	3.14348	3.07264	3.79101	3.13962	3.21507	3.00939	3.07288	3.20641	2.99621	2.98161	3.17243	3.25217	3.14855	3.35523	3.17863	3.41564	3.15688	3.04240	3.08933	3.25880	3.02370	3.12399	3.09199	3.11369	3.15634	3.10230	2.97213	3.15399	3.42747
0.29293	3.10614	2.97853	3.245370626449585	3.12370	3.05085	3.10020	3.10857	3.06216	3.12486	3.02018	3.06534	3.34745	3.15528	3.06072	3.07021	3.03908	3.18104	3.05752	3.01515	3.01543	3.04296	3.23980	3.42976	3.03473	3.10556	3.01107	3.76031	3.06407	3.14174	2.95749	3.06297	3.15710	2.91964	2.90524	3.13318	3.17603	3.09534	3.22519	3.12585	3.36413	3.08394	2.99386	3.03029	3.20167	2.98008	2.96454	3.04151	3.03680	3.10213	3.01425	2.91350	3.09905	3.29554
0.30303	3.04685	2.93232	3.1628992557525635	3.06419	2.99657	3.07089	3.04625	2.98730	3.07685	2.95605	3.01482	3.21668	3.10773	3.02231	2.95042	2.99704	3.15330	3.01268	2.98360	2.95854	2.98160	3.12248	3.38718	3.00206	3.05949	2.95985	3.63535	3.00359	3.08197	2.92235	3.03355	3.15088	2.85198	2.86586	3.07762	3.10755	3.04543	3.10682	3.10409	3.31543	3.01372	2.95100	2.95199	3.16272	2.93342	2.85001	2.99330	2.96780	3.05128	2.94214	2.84264	3.08775	3.16453
0.31313	2.99183	2.87074	3.1148157119750977	3.02290	2.95513	2.98592	3.02815	2.94591	3.01893	2.91211	2.96985	3.14093	3.07680	2.94858	2.85030	2.96110	3.11302	2.99731	2.92538	2.95473	2.95295	3.04197	3.34898	2.98036	3.01918	2.90779	3.39793	2.95409	2.98720	2.87301	2.97052	3.13095	2.75792	2.81680	3.04459	3.05485	3.02307	3.04454	3.05430	3.26914	2.94379	2.91519	2.90351	3.04244	2.88798	2.77880	2.92910	2.90910	3.00545	2.90681	2.77924	3.06777	3.08505
0.32323	2.93744	2.80066	3.082989454269409	2.95741	2.95001	3.00129	2.95714	2.88540	2.95893	2.88335	2.90755	3.07403	3.04172	2.88790	2.84334	2.91216	3.08131	2.94667	2.88027	2.89278	2.89716	2.98369	3.31525	2.94226	2.94883	2.84782	3.16732	2.91690	2.93514	2.79071	2.93146	3.10700	2.65484	2.75699	3.02033	2.97696	2.97415	2.96500	3.00770	3.22483	2.87329	2.89882	2.85308	3.09808	2.80177	2.71253	2.89391	2.83548	2.95292	2.86705	2.68263	2.97900	2.99803
0.33333	2.88097	2.73117	3.0148515701293945	2.91088	2.88901	2.95941	2.92851	2.79278	2.89920	2.79908	2.88361	3.01380	3.00499	2.85797	2.72794	2.83538	3.06553	2.87213	2.84421	2.85512	2.84433	2.94412	3.28497	2.91299	2.89209	2.79174	2.98127	2.84104	2.86178	2.74807	2.84084	3.02431	2.52695	2.70304	2.94962	2.92551	2.92447	2.93443	2.96333	3.18045	2.79884	2.83505	2.81427	3.07760	2.73153	2.66366	2.83020	2.77022	2.91629	2.83120	2.59167	2.99353	2.97979
0.34343	2.83400	2.68133	2.992563247680664	2.89184	2.85709	2.94158	2.88823	2.74450	2.85734	2.76450	2.83069	2.96077	2.97357	2.77750	2.68541	2.82702	3.06268	2.84337	2.75803	2.81719	2.78051	2.91942	3.26101	2.89410	2.84905	2.74217	2.85585	2.80261	2.81010	2.67130	2.82597	3.01873	2.37922	2.63612	2.93410	2.85537	2.87790	2.88068	2.93793	3.13776	2.72636	2.79880	2.78633	3.06510	2.68245	2.57207	2.70859	2.69720	2.83393	2.82048	2.53215	2.98966	2.93582
0.35354	2.77196	2.57780	2.956308364868164	2.85423	2.78635	2.91656	2.82736	2.65356	2.79041	2.68353	2.78448	2.90970	2.95934	2.68427	2.58235	2.75283	3.10054	2.79204	2.73628	2.74033	2.68921	2.90054	3.24280	2.84819	2.80590	2.68982	2.74531	2.69669	2.74281	2.59511	2.74353	2.94476	2.17482	2.56910	2.87132	2.85436	2.83041	2.83991	2.88080	3.09401	2.65416	2.78342	2.74830	3.05778	2.57876	2.46826	2.68271	2.56487	2.77191	2.74682	2.37824	2.95597	2.89337
0.36364	2.70252	2.46486	2.9340593814849854	2.82036	2.70797	2.88871	2.77645	2.53260	2.71482	2.60367	2.67843	2.85502	2.93540	2.62722	2.43687	2.69371	3.04890	2.71861	2.68852	2.71335	2.59721	2.88418	3.23121	2.83957	2.72084	2.60701	2.71780	2.64573	2.69359	2.48327	2.61497	2.84350	2.02084	2.46604	2.79993	2.76296	2.72219	2.79438	2.80316	3.04708	2.58336	2.73002	2.66871	3.04921	2.45418	2.28411	2.54928	2.50183	2.75921	2.71983	2.31241	2.93391	2.84367
0.37374	2.62940	2.40838	2.8660688400268555	2.79024	2.58549	2.86403	2.71475	2.47595	2.61518	2.54039	2.65188	2.79060	2.91285	2.62413	2.23325	2.66370	2.87286	2.63454	2.62918	2.65861	2.49193	2.86531	3.22902	2.77123	2.64144	2.56553	2.64584	2.60215	2.63556	2.40922	2.42405	2.73669	1.72419	2.40076	2.70960	2.72732	2.67862	2.75635	2.75157	2.99635	2.52215	2.62314	2.61747	3.02657	2.41362	2.22051	2.47923	2.41765	2.77845	2.68070	2.15790	2.73268	2.77980
0.38384	2.53473	2.25028	2.8299200534820557	2.77085	2.46441	2.82947	2.67756	2.38258	2.50938	2.37584	2.55171	2.70772	2.89555	2.53036	2.16311	2.57416	2.69825	2.55545	2.48285	2.52964	2.25319	2.83401	3.23708	2.74616	2.50410	2.41641	2.51802	2.55192	2.55806	2.28330	2.36818	2.55535	1.46501	2.33484	2.60463	2.68415	2.65288	2.69156	2.67661	2.93988	2.47845	2.59662	2.55165	2.97850	2.22410	1.97268	2.42663	2.32643	2.82561	2.61661	2.06020	2.37934	2.72540
0.39394	2.43653	2.03009	2.813845157623291	2.71471	2.44020	2.77834	2.60308	2.23495	2.41423	2.32187	2.46858	2.59783	2.89338	2.47906	1.93385	2.48515	2.81326	2.48248	2.64017	2.45799	1.95788	2.77665	3.25252	2.70469	2.45999	2.34576	2.34235	2.49695	2.49958	2.12445	2.16113	2.33063	1.14869	2.20826	2.42350	2.66027	2.58004	2.64058	2.58859	2.87570	2.46371	2.52854	2.41845	2.91631	2.13192	1.68484	2.23160	2.22302	2.81912	2.44439	1.92533	2.03811	2.66398
0.40404	2.31664	1.82764	2.8036887645721436	2.69185	2.22981	2.72901	2.46921	2.06554	2.37640	2.23472	2.28999	2.45630	2.87515	2.36328	1.54942	2.49341	2.85920	2.42043	2.81424	2.41618	1.58554	2.68327	3.26632	2.59670	2.35288	2.20391	2.08224	2.41958	2.41599	1.96581	1.94770	1.91690	0.99521	2.14430	2.30305	2.57274	2.53543	2.63673	2.48185	2.80252	2.49672	2.39669	2.27269	2.85725	1.93280	1.35111	2.02228	2.01929	2.68869	2.33379	1.79730	1.83101	2.58970
0.41414	2.17886	1.59758	2.6950013637542725	2.62976	2.06937	2.69224	2.37115	1.98425	2.27239	2.03497	2.17957	2.28418	2.87503	2.37151	1.38090	2.39065	2.79041	2.31739	2.65268	2.23680	1.26189	2.58305	3.26783	2.54476	2.25295	1.99200	1.81005	2.28344	2.34131	1.78277	1.77983	1.43885	0.73650	1.96360	2.04476	2.49678	2.43828	2.59647	2.36150	2.71989	2.60843	2.19563	2.19544	2.80540	1.73981	1.02107	1.81391	1.97504	2.39912	2.20377	1.61521	1.64094	2.49961
0.42424	2.03176	1.40654	2.6368520259857178	2.58966	1.91153	2.63149	2.41192	1.78421	2.09760	1.98108	2.11105	2.28231	2.75817	2.28548	1.17177	2.36226	2.68508	2.24451	2.18725	2.11238	0.98629	2.30132	3.25746	2.51895	2.13290	1.85466	1.43263	2.26570	2.31253	1.55444	1.56218	0.92077	0.60381	1.89548	1.72931	2.26589	2.36942	2.51208	2.09423	2.62647	2.84619	1.92886	1.92989	2.76039	1.64262	0.76443	1.59223	1.83736	2.23419	1.88961	1.48676	1.48337	2.38793
0.43434	1.88236	1.01293	2.5530781745910645	2.54347	1.72111	2.53206	2.32966	1.64258	1.90423	1.75977	1.87153	2.12140	2.66699	2.22534	0.96475	2.29979	2.63960	2.25863	1.64229	1.98963	0.81538	1.90987	3.26064	2.50448	1.99285	1.63889	1.01829	2.17196	2.23054	1.38182	1.42103	0.66013	0.53090	1.77952	1.32345	1.93565	2.29502	2.48581	1.97879	2.52589	3.28950	1.73405	1.70486	2.69430	1.35727	0.50236	1.29473	1.79443	2.14511	1.62742	1.34199	1.40098	2.25719
0.44444	1.73266	0.81054	2.463036298751831	2.38925	1.59654	2.45736	2.25299	1.52487	1.89046	1.52588	1.87514	1.85416	2.55259	2.12575	0.81489	2.23394	2.40242	2.08918	1.18990	1.68367	0.65686	1.49358	3.24177	2.48594	1.76162	1.47160	0.77142	2.19112	2.17480	1.19419	1.38128	0.46001	0.41633	1.63278	0.91647	1.33046	2.18383	2.46049	1.95420	2.41593	3.36405	1.40526	1.48390	2.76249	1.13423	0.35861	1.17874	1.86476	2.14101	1.22887	1.16199	1.39623	2.09932
0.45455	1.59000	0.67630	2.3778817653656006	2.29600	1.46618	2.35887	2.17898	1.41418	1.68596	1.43351	1.71613	1.80869	2.41422	1.97099	0.70802	2.16046	2.37384	1.98782	0.86562	1.53940	0.53134	0.96867	3.04455	2.45484	1.80063	1.35196	0.60298	2.09339	2.13484	1.03372	1.37209	0.31494	0.36539	1.52788	0.68776	0.68444	2.07087	2.37327	1.84400	2.30050	3.00014	1.12738	1.31800	2.71805	0.85416	0.25576	1.02441	1.87656	2.09364	0.82484	1.01659	1.52843	1.92514
0.46465	1.49788	0.50499	2.2979512214660645	2.15472	1.30606	2.29167	2.11868	1.31534	1.53428	1.34412	1.65813	1.53843	2.35450	2.06516	0.61105	2.10752	2.27292	1.98075	0.64185	1.44552	0.42794	0.61421	2.89642	2.39235	1.68899	1.39795	0.55417	2.08040	2.05330	0.86210	1.58521	0.21205	0.32101	1.30974	0.51355	0.31181	1.93346	2.28155	1.75513	2.17750	2.71461	0.86936	1.09432	2.79183	0.75677	0.19616	0.98164	1.87146	2.02611	0.53770	0.98894	2.20745	1.74796
0.47475	1.40637	0.34869	2.2659964561462402	2.07929	1.25676	2.25993	2.12183	1.18347	1.49114	1.06851	1.62564	1.21558	2.35155	1.97289	0.54197	2.03993	2.15250	1.83191	0.50674	1.21060	0.35432	0.43392	2.90245	2.32058	1.64230	1.42944	0.92850	2.08376	2.06098	0.61392	1.77354	0.14596	0.28573	1.22936	0.44826	0.19850	1.90946	2.22325	1.67595	2.05903	2.43776	0.67452	1.00276	2.67574	0.43421	0.12147	0.98055	1.84247	2.01716	0.29807	0.73233	1.96564	1.50658
0.48485	1.31960	0.28857	2.1525349617004395	1.97478	1.16228	2.15762	1.97882	0.97352	1.26572	0.87801	1.65398	0.89903	2.35682	1.93484	0.49956	1.94184	2.14860	1.77786	0.43505	1.13609	0.29940	0.30124	2.94268	2.34238	1.56342	1.48204	1.79575	2.15197	1.98251	0.55322	2.07554	0.10347	0.28249	0.92213	0.46797	0.10469	1.73981	2.06667	1.67644	1.94865	1.98189	0.54245	0.96798	2.28062	0.28924	0.11486	0.97811	1.87212	1.95166	0.18095	0.53271	0.99788	1.31288
0.49495	1.25282	0.25788	2.1469223499298096	2.03439	1.13473	2.15586	1.81767	0.78365	1.09108	0.71030	1.60614	0.46121	2.37483	1.87152	0.41226	1.91183	2.06364	1.69408	0.39889	0.97807	0.26104	0.22936	2.86234	2.27302	1.62237	1.73496	2.32894	2.14593	1.91056	0.42973	2.11464	0.07250	0.28770	0.65121	0.77147	0.09769	1.63348	1.89060	1.62140	1.82966	1.71450	0.41026	0.90177	2.01709	0.28923	0.10339	1.13682	1.96115	1.85736	0.11261	0.43353	0.33053	1.10377
