p	mean	conf_05	conf_95	trace_00	trace_01	trace_02	trace_03	trace_04	trace_05	trace_06	trace_07	trace_08	trace_09	trace_10	trace_11	trace_12	trace_13	trace_14	trace_15	trace_16	trace_17	trace_18	trace_19	trace_20	trace_21	trace_22	trace_23	trace_24	trace_25	trace_26	trace_27	trace_28	trace_29	trace_30	trace_31	trace_32	trace_33	trace_34	trace_35	trace_36	trace_37	trace_38	trace_39	trace_40	trace_41	trace_42	trace_43	trace_44	trace_45	trace_46	trace_47	trace_48	trace_49
0.17172	2.95436	2.89863	3.0020930767059326	2.98411	2.89904	3.01125	2.93067	2.97903	2.91604	2.93222	2.96758	2.91951	3.00608	3.03778	2.88583	2.99856	2.91020	2.93960	2.99850	2.92365	2.98663	2.97083	2.97880	2.91660	2.97043	2.98119	2.94852	2.89487	2.98314	2.92391	2.99550	2.99314	2.94349	2.89287	3.00483	2.95788	2.97704	2.89060	2.97138	3.00179	2.95559	2.91908	2.93772	3.04049	2.95563	2.89343	2.96000	2.91996	2.92008	2.92474	2.96507	2.97002	2.93285
0.18182	3.01813	2.94979	3.074761390686035	3.05335	2.95033	3.08823	3.00030	3.06268	2.97179	2.98900	3.04503	2.97406	3.07748	3.11868	2.93309	3.05950	2.96541	3.00898	3.06590	2.98859	3.03884	3.02459	3.04556	2.96981	3.03857	3.04624	3.00710	2.94491	3.05244	2.98020	3.07396	3.06432	3.00281	2.94352	3.08785	3.03222	3.03378	2.94176	3.03828	3.07446	3.02255	2.97187	2.99805	3.12324	3.01666	2.94432	3.02389	2.97400	2.98229	2.97824	3.04082	3.03999	2.99683
0.19192	3.07781	3.00469	3.1468875408172607	3.10874	2.99184	3.16339	3.05956	3.12474	3.03756	3.05483	3.10087	3.03793	3.15660	3.18333	2.98997	3.13652	3.01084	3.05807	3.11859	3.03421	3.10572	3.09489	3.11083	3.01248	3.09360	3.11814	3.05266	3.00485	3.10795	3.02551	3.13884	3.12096	3.06190	2.98490	3.14606	3.08519	3.10692	3.00330	3.09167	3.15437	3.08646	3.02198	3.04702	3.18998	3.08579	2.98571	3.09667	3.03802	3.05513	3.04045	3.09460	3.12017	3.04023
0.20202	3.13608	3.05590	3.2113709449768066	3.17055	3.04162	3.23376	3.11770	3.19408	3.09314	3.10940	3.16260	3.09120	3.22170	3.25376	3.02886	3.19929	3.07368	3.11418	3.18761	3.08732	3.14838	3.14269	3.17168	3.06327	3.15481	3.17529	3.10464	3.05552	3.17012	3.07837	3.21053	3.18489	3.11771	3.03488	3.21895	3.14451	3.16655	3.05594	3.15115	3.20926	3.14806	3.07144	3.11284	3.27293	3.14204	3.03555	3.15709	3.09158	3.11731	3.09162	3.15486	3.17868	3.09037
0.21212	3.19158	3.10761	3.269238233566284	3.22823	3.10002	3.29962	3.17318	3.25995	3.13682	3.16147	3.21940	3.14252	3.28302	3.32977	3.08512	3.25730	3.12665	3.17728	3.24320	3.14810	3.19702	3.19576	3.22845	3.11284	3.21148	3.22715	3.15330	3.10531	3.22843	3.13893	3.27797	3.24609	3.18028	3.08412	3.26590	3.19966	3.22167	3.10787	3.20621	3.26827	3.20555	3.10964	3.15729	3.33092	3.19438	3.08460	3.21427	3.14403	3.17655	3.14066	3.21105	3.24408	3.13781
0.22222	3.24354	3.14796	3.332754611968994	3.28155	3.14787	3.36106	3.22491	3.32219	3.18710	3.21017	3.28102	3.19107	3.34009	3.38045	3.13140	3.30968	3.16724	3.22702	3.29414	3.19670	3.24122	3.25491	3.28118	3.17119	3.27335	3.26303	3.20888	3.14340	3.28259	3.18747	3.34093	3.30480	3.22946	3.14244	3.31675	3.25033	3.26116	3.14797	3.25652	3.33194	3.25774	3.16528	3.20808	3.39476	3.23191	3.14281	3.26722	3.18467	3.22113	3.17694	3.27326	3.31702	3.19285
0.23232	3.29052	3.19932	3.381157398223877	3.33037	3.19336	3.42673	3.27172	3.38087	3.24367	3.25468	3.31699	3.23604	3.38373	3.43744	3.17599	3.34701	3.22464	3.27199	3.33056	3.24149	3.28167	3.28944	3.33012	3.20788	3.30993	3.31307	3.24117	3.19935	3.33269	3.23233	3.40724	3.37001	3.26474	3.17942	3.36192	3.29646	3.31483	3.20573	3.30214	3.37035	3.29491	3.19905	3.26484	3.45474	3.28447	3.18918	3.30574	3.24275	3.28043	3.23015	3.31035	3.36641	3.22535
0.24242	3.33383	3.24247	3.440304756164551	3.38136	3.23663	3.47598	3.30596	3.44102	3.28625	3.29517	3.36235	3.27759	3.44023	3.49291	3.21926	3.38914	3.26843	3.31258	3.37192	3.28267	3.31758	3.32926	3.37376	3.26058	3.35114	3.34040	3.27978	3.24268	3.37730	3.27356	3.45575	3.41478	3.30583	3.22446	3.40661	3.33738	3.34522	3.25054	3.34240	3.41668	3.33683	3.24063	3.30699	3.51028	3.31431	3.23349	3.34973	3.28696	3.31649	3.27025	3.35224	3.42309	3.26497
0.25253	3.37052	3.28569	3.4732120037078857	3.41188	3.27704	3.50616	3.34566	3.47761	3.32372	3.32545	3.39262	3.30849	3.47272	3.52176	3.25996	3.42235	3.30216	3.34103	3.40853	3.31918	3.35618	3.36997	3.41358	3.29518	3.38804	3.37626	3.31549	3.28310	3.41676	3.30515	3.48966	3.46064	3.34954	3.26688	3.42871	3.37698	3.38277	3.29137	3.38073	3.44411	3.37595	3.28598	3.33870	3.54114	3.35572	3.27536	3.39136	3.32065	3.36243	3.30790	3.39174	3.46859	3.30293
0.26263	3.39076	3.31795	3.4917449951171875	3.42339	3.31162	3.52441	3.36727	3.49625	3.34579	3.35045	3.40326	3.33802	3.48933	3.54000	3.30139	3.43218	3.33398	3.36364	3.41790	3.34222	3.36717	3.38091	3.42652	3.32901	3.39953	3.38559	3.34082	3.31627	3.42873	3.33464	3.50593	3.48040	3.36409	3.31044	3.43683	3.38859	3.39329	3.32350	3.39192	3.45534	3.38834	3.31814	3.36199	3.56120	3.36794	3.31138	3.40355	3.34968	3.37763	3.33199	3.40239	3.49124	3.33209
0.27273	3.39814	3.32797	3.506094455718994	3.42730	3.32294	3.53452	3.37449	3.50607	3.35422	3.35793	3.40703	3.34658	3.49799	3.55030	3.31416	3.43461	3.34414	3.36990	3.41975	3.35039	3.37117	3.38511	3.43203	3.33964	3.40418	3.38874	3.34701	3.32729	3.43305	3.34313	3.51271	3.49231	3.37064	3.32232	3.43812	3.39341	3.39717	3.33455	3.39641	3.45912	3.39384	3.32804	3.36933	3.57297	3.37327	3.32326	3.40835	3.35898	3.38573	3.34059	3.40586	3.50634	3.34001
0.28283	3.40271	3.33572	3.51214861869812	3.42797	3.33185	3.54138	3.37889	3.51187	3.35994	3.36285	3.40800	3.35256	3.50348	3.55760	3.32457	3.43402	3.35148	3.37349	3.41853	3.35603	3.37317	3.38678	3.43440	3.34754	3.40607	3.38968	3.35103	3.33570	3.43411	3.34902	3.51467	3.50121	3.37456	3.33151	3.43679	3.39551	3.39848	3.34282	3.39828	3.45977	3.39652	3.33572	3.37390	3.58152	3.37612	3.33247	3.41008	3.36517	3.39085	3.34682	3.40647	3.51845	3.34579
0.29293	3.40463	3.34156	3.5120909214019775	3.42571	3.33847	3.54511	3.38067	3.51365	3.36311	3.36538	3.40645	3.35612	3.50589	3.56205	3.33265	3.43073	3.35617	3.37461	3.41460	3.35926	3.37328	3.38614	3.43377	3.35281	3.40545	3.38858	3.35305	3.34159	3.43221	3.35247	3.51192	3.50713	3.37602	3.33810	3.43318	3.39515	3.39744	3.34842	3.39774	3.45747	3.39663	3.34127	3.37589	3.58690	3.37666	3.33909	3.40901	3.36846	3.39322	3.35078	3.40453	3.52697	3.34953
0.30303	3.40404	3.34502	3.510223627090454	3.42080	3.34285	3.54578	3.38004	3.51146	3.36389	3.36567	3.40267	3.35738	3.50532	3.56373	3.33846	3.42504	3.35835	3.37346	3.40835	3.36022	3.37157	3.38340	3.43031	3.35555	3.40258	3.38567	3.35321	3.34505	3.42764	3.35360	3.50472	3.51009	3.37521	3.34218	3.42759	3.39254	3.39430	3.35150	3.39504	3.45240	3.39441	3.34478	3.37549	3.58911	3.37507	3.34320	3.40542	3.36906	3.39308	3.35256	3.40033	3.53063	3.35129
0.31313	3.40107	3.34631	3.5058722496032715	3.41357	3.34506	3.54349	3.37720	3.50540	3.36244	3.36384	3.39687	3.35648	3.50192	3.56272	3.34202	3.41727	3.35820	3.37021	3.40015	3.35905	3.36809	3.37876	3.42419	3.35587	3.39766	3.38123	3.35164	3.34618	3.42071	3.35257	3.49354	3.51010	3.37229	3.34385	3.42027	3.38790	3.38925	3.35217	3.39035	3.44472	3.39008	3.34633	3.37289	3.58814	3.37149	3.34490	3.39960	3.36720	3.39065	3.35226	3.39414	3.52733	3.35117
0.32323	3.39583	3.34587	3.4969992637634277	3.40432	3.34510	3.53829	3.37233	3.49568	3.35890	3.36003	3.38928	3.35354	3.49587	3.55902	3.34335	3.40767	3.35586	3.36505	3.39034	3.35586	3.36294	3.37237	3.41562	3.35389	3.39090	3.37569	3.34848	3.34507	3.41172	3.34949	3.47903	3.50719	3.36743	3.34320	3.41141	3.38141	3.38245	3.35056	3.38385	3.43465	3.38384	3.34596	3.36825	3.58399	3.36604	3.34427	3.39182	3.36311	3.38612	3.34997	3.38618	3.51470	3.34921
0.33333	3.38844	3.34360	3.4878201484680176	3.39330	3.34296	3.53026	3.36559	3.48260	3.35340	3.35435	3.38005	3.34865	3.48738	3.55255	3.34248	3.39647	3.35148	3.35810	3.37918	3.35075	3.35627	3.36437	3.40483	3.34974	3.38245	3.36942	3.34385	3.34180	3.40091	3.34448	3.46189	3.50136	3.36076	3.34032	3.40119	3.37322	3.37403	3.34677	3.37566	3.42238	3.37584	3.34367	3.36174	3.57664	3.35884	3.34140	3.38228	3.35698	3.37968	3.34574	3.37664	3.49176	3.34548
0.34343	3.37907	3.33854	3.4675300121307373	3.38075	3.33862	3.51944	3.35711	3.46651	3.34603	3.34686	3.36931	3.34191	3.47671	3.54312	3.33939	3.38384	3.34520	3.34948	3.36687	3.34379	3.34832	3.35486	3.39202	3.34350	3.37243	3.36257	3.33784	3.33646	3.38852	3.33763	3.44282	3.49262	3.35240	3.33530	3.38971	3.36343	3.36408	3.34089	3.36590	3.40810	3.36619	3.33943	3.35345	3.56617	3.34997	3.33636	3.37118	3.34897	3.37146	3.33963	3.36565	3.46064	3.33998
0.35354	3.36790	3.33156	3.449453830718994	3.36683	3.33206	3.50587	3.34700	3.44783	3.33685	3.33763	3.35714	3.33336	3.46409	3.53042	3.33405	3.36989	3.33713	3.33929	3.35350	3.33504	3.33927	3.34389	3.37743	3.33528	3.36092	3.35492	3.33057	3.32909	3.37469	3.32901	3.42242	3.48098	3.34244	3.32817	3.37705	3.35212	3.35267	3.33299	3.35461	3.39203	3.35499	3.33317	3.34347	3.55274	3.33949	3.32919	3.35862	3.33919	3.36158	3.33167	3.35332	3.42605	3.33274
0.36364	3.35508	3.32215	3.429269552230835	3.35167	3.32329	3.48963	3.33534	3.42698	3.32595	3.32671	3.34360	3.32306	3.44984	3.51409	3.32646	3.35472	3.32738	3.32760	3.33914	3.32454	3.32908	3.33152	3.36125	3.32514	3.34798	3.34612	3.32218	3.31976	3.35955	3.31869	3.40114	3.46649	3.33095	3.31902	3.36327	3.33936	3.33984	3.32313	3.34187	3.37438	3.34228	3.32480	3.33186	3.53663	3.32747	3.31997	3.34470	3.32773	3.35012	3.32190	3.33971	3.39231	3.32373
0.37374	3.34074	3.31101	3.407383918762207	3.33538	3.31235	3.47083	3.32223	3.40440	3.31338	3.31415	3.32874	3.31108	3.43428	3.49378	3.31660	3.33840	3.31609	3.31449	3.32380	3.31234	3.31741	3.31780	3.34371	3.31319	3.33366	3.33591	3.31289	3.30853	3.34321	3.30674	3.37927	3.44925	3.31803	3.30792	3.34842	3.32518	3.32562	3.31139	3.32771	3.35538	3.32815	3.31427	3.31868	3.51826	3.31397	3.30877	3.32948	3.31465	3.33719	3.31038	3.32490	3.36155	3.31298
0.38384	3.32494	3.29743	3.384166955947876	3.31804	3.29934	3.44963	3.30776	3.38044	3.29920	3.30000	3.31260	3.29747	3.41774	3.46928	3.30452	3.32099	3.30340	3.30004	3.30749	3.29849	3.30396	3.30276	3.32495	3.29951	3.31803	3.32420	3.30300	3.29549	3.32574	3.29323	3.35699	3.42941	3.30374	3.29494	3.33258	3.30964	3.31006	3.29785	3.31217	3.33526	3.31262	3.30157	3.30397	3.49806	3.29907	3.29567	3.31300	3.30002	3.32283	3.29716	3.30893	3.33392	3.30050
0.39394	3.30776	3.28227	3.359907388687134	3.29969	3.28434	3.42621	3.29199	3.35539	3.28349	3.28431	3.29521	3.28227	3.40057	3.44075	3.29026	3.30252	3.28942	3.28428	3.29016	3.28303	3.28859	3.28642	3.30510	3.28418	3.30110	3.31103	3.29278	3.28071	3.30719	3.27820	3.33434	3.40714	3.28814	3.28019	3.31579	3.29275	3.29317	3.28258	3.29530	3.31420	3.29575	3.28673	3.28777	3.47628	3.28284	3.28076	3.29529	3.28388	3.30712	3.28226	3.29183	3.30864	3.28629
0.40404	3.28922	3.26554	3.334784507751465	3.28037	3.26749	3.40080	3.27497	3.32946	3.26630	3.26712	3.27658	3.26556	3.38314	3.40882	3.27393	3.28302	3.27430	3.26727	3.27179	3.26600	3.27134	3.26883	3.28425	3.26730	3.28291	3.29654	3.28028	3.26427	3.28757	3.26171	3.31132	3.38268	3.27129	3.26374	3.29813	3.27454	3.27497	3.26566	3.27712	3.29237	3.27756	3.26985	3.27010	3.45285	3.26536	3.26413	3.27634	3.26627	3.29009	3.26573	3.27362	3.28477	3.27038
0.41414	3.26925	3.24718	3.308175802230835	3.26010	3.24898	3.37365	3.25680	3.30283	3.24771	3.24852	3.25676	3.24741	3.36586	3.37456	3.25568	3.26254	3.25823	3.24906	3.25238	3.24748	3.25238	3.25002	3.26246	3.24898	3.26352	3.28099	3.25864	3.24629	3.26691	3.24383	3.28789	3.35631	3.25326	3.24574	3.27973	3.25507	3.25552	3.24723	3.25768	3.26986	3.25812	3.25115	3.25104	3.42715	3.24673	3.24593	3.25622	3.24732	3.27180	3.24763	3.25435	3.26155	3.25289
0.42424	3.24790	3.22699	3.2807254791259766	3.23879	3.22885	3.34486	3.23740	3.27546	3.22769	3.22844	3.23568	3.22777	3.34891	3.33904	3.23552	3.24099	3.24130	3.22958	3.23179	3.22742	3.23175	3.22990	3.23964	3.22918	3.24286	3.26455	3.23197	3.22673	3.24512	3.22449	3.26389	3.32815	3.23397	3.22613	3.26059	3.23424	3.23474	3.22726	3.23693	3.24654	3.23736	3.23068	3.23052	3.39763	3.22691	3.22611	3.23483	3.22700	3.25219	3.22786	3.23390	3.23828	3.23373
0.43434	3.22524	3.20573	3.252607583999634	3.21633	3.20718	3.31455	3.21674	3.24731	3.20619	3.20688	3.21328	3.20660	3.33218	3.30323	3.21351	3.21830	3.22370	3.20875	3.20992	3.20580	3.20955	3.20842	3.21573	3.20791	3.22088	3.24752	3.20609	3.20558	3.22212	3.20363	3.23917	3.29836	3.21339	3.20493	3.24084	3.21200	3.21257	3.20574	3.21481	3.22226	3.21524	3.20857	3.20852	3.36241	3.20590	3.20470	3.21213	3.20536	3.23120	3.20639	3.21217	3.21446	3.21292
0.44444	3.20125	3.18262	3.2340714931488037	3.19264	3.18407	3.28284	3.19478	3.21837	3.18322	3.18382	3.18953	3.18391	3.31452	3.26776	3.18977	3.19442	3.20584	3.18653	3.18669	3.18263	3.18586	3.18552	3.19066	3.18518	3.19755	3.23040	3.18115	3.18286	3.19782	3.18122	3.21362	3.26709	3.19147	3.18215	3.22067	3.18831	3.18899	3.18271	3.19129	3.19686	3.19173	3.18495	3.18503	3.32051	3.18367	3.18171	3.18810	3.18247	3.20881	3.18325	3.18909	3.18978	3.19050
0.45455	3.17589	3.15816	3.215876340866089	3.16762	3.15956	3.24981	3.17146	3.18855	3.15876	3.15926	3.16437	3.15967	3.29167	3.23287	3.16440	3.16927	3.18852	3.16284	3.16204	3.15793	3.16077	3.16116	3.16440	3.16100	3.17285	3.21399	3.15667	3.15857	3.17216	3.15723	3.18713	3.23449	3.16814	3.15780	3.20049	3.16314	3.16397	3.15818	3.16634	3.17022	3.16682	3.15996	3.16008	3.27319	3.16015	3.15714	3.16272	3.15835	3.18500	3.15850	3.16454	3.16406	3.16655
0.46465	3.14911	3.13219	3.1986160278320312	3.14117	3.13370	3.21550	3.14673	3.15779	3.13280	3.13319	3.13778	3.13386	3.25473	3.19849	3.13751	3.14276	3.17358	3.13759	3.13589	3.13172	3.13430	3.13531	3.13692	3.13535	3.14673	3.19976	3.13287	3.13273	3.14506	3.13163	3.15961	3.20065	3.14337	3.13188	3.18102	3.13644	3.13747	3.13215	3.13992	3.14225	3.14047	3.13366	3.13368	3.22369	3.13524	3.13101	3.13599	3.13298	3.15976	3.13220	3.13844	3.13718	3.14115
0.47475	3.12109	3.10452	3.1653919219970703	3.11313	3.10638	3.17984	3.12048	3.12594	3.10525	3.10555	3.10966	3.10641	3.19972	3.16436	3.10910	3.11472	3.16537	3.11066	3.10811	3.10394	3.10640	3.10787	3.10821	3.10816	3.11911	3.19032	3.11456	3.10528	3.11640	3.10433	3.13090	3.16558	3.11703	3.10434	3.16359	3.10813	3.10939	3.10454	3.11193	3.11286	3.11260	3.10602	3.10577	3.17499	3.10874	3.10322	3.10782	3.10617	3.13306	3.10434	3.11066	3.10905	3.11429
0.48485	3.09210	3.07506	3.1307759284973145	3.08317	3.07727	3.14240	3.09233	3.09262	3.07581	3.07605	3.07968	3.07700	3.13912	3.12985	3.07895	3.08476	3.16806	3.08167	3.07833	3.07435	3.07680	3.07855	3.07811	3.07917	3.08966	3.18704	3.10958	3.07594	3.08582	3.07506	3.10063	3.12897	3.08881	3.07491	3.14977	3.07789	3.07945	3.07506	3.08205	3.08178	3.08289	3.07675	3.07611	3.12815	3.08025	3.07349	3.07795	3.07756	3.10465	3.07470	3.08086	3.07934	3.08574
