p	mean	conf_05	conf_95	trace_00	trace_01	trace_02	trace_03	trace_04	trace_05	trace_06	trace_07	trace_08	trace_09	trace_10	trace_11	trace_12	trace_13	trace_14	trace_15	trace_16	trace_17	trace_18	trace_19	trace_20	trace_21	trace_22	trace_23	trace_24	trace_25	trace_26	trace_27	trace_28	trace_29	trace_30	trace_31	trace_32	trace_33	trace_34	trace_35	trace_36	trace_37	trace_38	trace_39	trace_40	trace_41	trace_42	trace_43	trace_44	trace_45	trace_46	trace_47	trace_48	trace_49
0.49495	3.05953	3.04476	3.0922226905822754	3.05221	3.04732	3.10418	3.06323	3.05869	3.04542	3.04563	3.04878	3.04663	3.08540	3.09559	3.04819	3.05373	3.12733	3.05147	3.04749	3.04392	3.04645	3.04842	3.04799	3.04931	3.05926	3.13099	3.04841	3.04571	3.05421	3.04477	3.06962	3.09185	3.05964	3.04458	3.13576	3.04665	3.04855	3.04467	3.05119	3.05007	3.05235	3.04685	3.04570	3.08414	3.05056	3.04275	3.04732	3.04804	3.07562	3.04429	3.05000	3.04896	3.05673
0.50505	3.02506	3.01339	3.0470151901245117	3.02020	3.01634	3.06526	3.03323	3.02409	3.01398	3.01419	3.01687	3.01515	3.03913	3.06145	3.01668	3.02153	3.05635	3.01998	3.01543	3.01254	3.01526	3.01739	3.01879	3.01851	3.02788	3.04444	3.01820	3.01448	3.02151	3.01340	3.03795	3.05427	3.02958	3.01326	3.08536	3.01425	3.01660	3.01320	3.01926	3.01766	3.02085	3.01615	3.01444	3.04245	3.01957	3.01081	3.01585	3.01755	3.04621	3.01297	3.01804	3.01761	3.02707
0.51515	2.99034	2.98008	3.005821943283081	2.98627	2.98343	3.02461	3.00164	2.98783	2.98064	2.98089	2.98310	2.98165	2.99674	3.02612	2.98356	2.98724	3.00377	2.98633	2.98119	2.97937	2.98235	2.98466	2.99667	2.98600	2.99463	2.99458	3.00151	2.98139	2.98687	2.98014	3.00478	3.01524	2.99790	2.98009	3.01933	2.97975	2.98276	2.97973	2.98544	2.98373	2.98754	2.98379	2.98152	3.00137	2.98645	2.97672	2.98268	2.98533	3.01579	2.97991	2.98417	2.98419	2.99578
0.52525	2.95443	2.94524	2.9705536365509033	2.95072	2.94892	2.98248	2.96906	2.94997	2.94567	2.94598	2.94775	2.94635	2.95627	2.98932	2.94919	2.95105	2.95915	2.95072	2.94499	2.94464	2.94787	2.95063	2.97201	2.95217	2.95973	2.95304	2.96109	2.94672	2.95054	2.94527	2.97039	2.97504	2.96513	2.94537	2.96714	2.94322	2.94726	2.94446	2.94999	2.94863	2.95269	2.95005	2.94726	2.96053	2.95147	2.94058	2.94807	2.95188	2.98506	2.94536	2.94869	2.94892	2.96324
0.53535	2.91684	2.90886	2.9339122772216797	2.91365	2.91296	2.93900	2.93635	2.91030	2.90915	2.90955	2.91090	2.90923	2.91646	2.95012	2.91373	2.91301	2.91687	2.91316	2.90679	2.90832	2.91164	2.91553	2.91430	2.91752	2.92317	2.91316	2.92021	2.91055	2.91262	2.90892	2.93488	2.93380	2.93190	2.90917	2.92197	2.90435	2.91018	2.90731	2.91302	2.91252	2.91643	2.91506	2.91181	2.91951	2.91478	2.90218	2.91203	2.91774	2.95319	2.90939	2.91173	2.91200	2.92970
0.54545	2.87789	2.86973	2.8952760696411133	2.87486	2.87545	2.89389	2.90408	2.86802	2.87088	2.87139	2.87230	2.86992	2.87629	2.90583	2.87711	2.87278	2.87440	2.87333	2.86623	2.87007	2.87333	2.87935	2.87165	2.88315	2.88435	2.87260	2.88158	2.87269	2.87286	2.87090	2.89699	2.89130	2.89866	2.87130	2.87883	2.86230	2.87124	2.86786	2.87436	2.87529	2.87858	2.87873	2.87508	2.87758	2.87620	2.86087	2.87418	2.88382	2.90879	2.87180	2.87313	2.87339	2.89509
0.55556	2.83657	2.82774	2.852292060852051	2.83415	2.83635	2.84707	2.86208	2.82196	2.83071	2.83131	2.83175	2.82798	2.83516	2.85444	2.83939	2.82997	2.83044	2.83092	2.82280	2.82940	2.83434	2.84225	2.82826	2.85150	2.84193	2.83016	2.84205	2.83299	2.83111	2.83108	2.84874	2.84743	2.86191	2.83156	2.83554	2.81579	2.83019	2.82559	2.83391	2.83696	2.83911	2.84107	2.83708	2.83413	2.83565	2.81571	2.83408	2.85226	2.85260	2.83243	2.83275	2.83304	2.85956
0.56566	2.79210	2.78177	2.8031256198883057	2.79177	2.79610	2.79939	2.80402	2.77052	2.78889	2.78961	2.78938	2.78308	2.79303	2.80151	2.80128	2.78439	2.78436	2.78598	2.77602	2.78595	2.81003	2.80507	2.78197	2.79189	2.79278	2.78522	2.80133	2.79171	2.78768	2.78975	2.79156	2.80303	2.80622	2.79020	2.79148	2.76305	2.78714	2.77998	2.79214	2.79819	2.79868	2.80269	2.79843	2.78889	2.79371	2.76542	2.79170	2.80103	2.80063	2.79158	2.79096	2.79130	2.82433
0.57576	2.74354	2.72866	2.757685422897339	2.74562	2.75298	2.74952	2.75253	2.70889	2.74359	2.74448	2.74301	2.73212	2.74765	2.75056	2.76154	2.73314	2.73313	2.73635	2.72262	2.73653	2.74352	2.76672	2.72878	2.74018	2.72988	2.73463	2.75724	2.74683	2.74085	2.74510	2.73741	2.75677	2.75359	2.74526	2.74403	2.69860	2.73984	2.72763	2.74755	2.75768	2.75600	2.76200	2.75778	2.73896	2.74928	2.70547	2.74494	2.74845	2.74934	2.74738	2.74607	2.74637	2.78847
0.58586	2.68935	2.66461	2.713940382003784	2.69347	2.70537	2.69560	2.69841	2.63403	2.69299	2.69409	2.69006	2.67150	2.69643	2.69902	2.71914	2.67269	2.67334	2.67967	2.65906	2.67722	2.68583	2.72638	2.66412	2.68166	2.66991	2.67473	2.70757	2.69646	2.68889	2.69526	2.67622	2.70702	2.69943	2.69481	2.69058	2.61648	2.68568	2.66467	2.69863	2.71413	2.70987	2.71737	2.71392	2.68041	2.70145	2.63087	2.69205	2.69603	2.69320	2.69799	2.69642	2.69652	2.75096
0.59596	2.62612	2.58520	2.665627956390381	2.63244	2.65129	2.63633	2.63650	2.55084	2.63494	2.63627	2.62699	2.59613	2.63683	2.64387	2.67299	2.59785	2.60044	2.61304	2.58059	2.60222	2.62490	2.68355	2.58176	2.60600	2.61690	2.60055	2.64951	2.63810	2.63005	2.63781	2.59758	2.65282	2.63827	2.63639	2.62813	2.50991	2.62105	2.58559	2.64396	2.66605	2.65921	2.66634	2.66558	2.60757	2.64545	2.53540	2.63147	2.63689	2.62678	2.64098	2.64022	2.63993	2.71169
0.60606	2.54923	2.48689	2.6040613651275635	2.55780	2.58732	2.56926	2.56078	2.48843	2.56590	2.56743	2.54777	2.49841	2.56582	2.58153	2.62063	2.50023	2.50761	2.53129	2.48080	2.50305	2.55678	2.63702	2.47340	2.50015	2.55674	2.50468	2.57834	2.56756	2.56165	2.56842	2.48735	2.59229	2.56426	2.56598	2.55193	2.37292	2.53978	2.48273	2.58129	2.61020	2.59441	2.60338	2.61020	2.51104	2.58443	2.41254	2.56146	2.56441	2.54132	2.57232	2.57453	2.57385	2.67008
0.61616	2.45248	2.34986	2.5237619876861572	2.46216	2.50808	2.48989	2.46277	2.52193	2.48046	2.48184	2.44290	2.36845	2.47925	2.50728	2.55716	2.36748	2.38518	2.42434	2.35180	2.36929	2.47692	2.58454	2.32988	2.35020	2.48545	2.37705	2.48680	2.47821	2.47976	2.47969	2.32974	2.52054	2.46889	2.47737	2.45492	2.20031	2.43207	2.34684	2.50737	2.54021	2.47297	2.51685	2.54309	2.37700	2.51873	2.25639	2.48085	2.46777	2.42288	2.48568	2.49478	2.49468	2.62507
0.62626	2.32184	2.16659	2.4464271068573	2.33529	2.40594	2.38864	2.33160	2.50578	2.37076	2.37038	2.29924	2.19569	2.36973	2.41405	2.47329	2.18491	2.22124	2.27239	2.18505	2.19139	2.37975	2.52200	2.14376	2.14389	2.39913	2.20646	2.36501	2.36060	2.37897	2.35987	2.11263	2.42221	2.34005	2.36161	2.32767	1.98453	2.28401	2.16911	2.41788	2.44535	2.21773	2.38549	2.45615	2.18977	2.42850	2.06156	2.39129	2.32955	2.25329	2.37226	2.39354	2.39846	2.57439
0.63636	2.14541	1.90669	2.3170177936553955	2.16568	2.27201	2.24139	2.15678	2.41175	2.22654	2.21858	2.10247	1.97167	2.22193	2.29259	2.35377	1.94029	2.00322	2.04298	1.97201	1.96364	2.26064	2.44291	1.91062	1.87134	2.29260	1.98375	2.20220	2.20376	2.25185	2.19305	1.83025	2.23118	2.16369	2.20707	2.15995	1.71236	2.07993	1.94339	2.30794	2.31266	1.84096	2.18160	2.33712	1.93741	2.31478	1.82101	2.29848	2.12683	2.01790	2.22204	2.25756	2.28222	2.51428
0.64646	1.91148	1.60379	2.175149917602539	1.94503	2.09854	1.98602	1.93315	2.24138	2.03621	2.00355	1.84252	1.69081	2.00482	2.13479	2.17885	1.62542	1.72007	1.70577	1.70533	1.68423	2.11892	2.33823	1.62686	1.52286	2.16026	1.70369	1.99143	1.99892	2.08722	1.96436	1.48360	1.84383	1.92936	2.00090	1.94444	1.37779	1.80795	1.66605	2.17377	2.13822	1.37707	1.88873	2.17105	1.61249	2.17474	1.52542	2.18654	1.83738	1.71483	2.02736	2.06080	2.14420	2.43809
0.65657	1.58722	1.18450	1.9760255813598633	1.64751	1.86209	1.51511	1.63823	1.52835	1.76750	1.66642	1.49051	1.31909	1.64842	1.92879	1.91129	1.20340	1.34134	1.22438	1.35750	1.32655	1.94282	2.18677	1.25679	1.09516	1.98938	1.33164	1.71189	1.71960	1.84711	1.64544	1.08028	1.30059	1.61023	1.70941	1.65566	1.00860	1.43871	1.30296	2.00659	1.93846	0.94084	1.48576	1.92691	1.18815	1.97454	1.15171	2.00541	1.42172	1.32376	1.76476	1.73718	1.95826	2.32768
0.66667	1.20677	0.76653	1.7251946926116943	1.26991	1.55001	0.94196	1.26755	1.02241	1.39848	1.16391	1.04765	0.88013	1.13005	1.71708	1.53842	0.76938	0.91786	0.73903	0.96123	0.91345	1.72100	1.97819	0.82955	0.74088	1.76297	0.87478	1.37239	1.35757	1.46804	1.23487	0.74079	0.77599	1.19849	1.31505	1.28892	0.72342	0.99522	0.86267	1.81538	1.81310	0.68570	0.95398	1.59240	0.77557	1.57559	0.78784	1.67018	0.93664	0.87831	1.42932	1.24229	1.59927	2.11352
0.67677	0.71714	0.47627	1.1115854978561401	0.78148	1.05303	0.52657	0.74489	0.55605	0.84195	0.59182	0.55599	0.49591	0.55587	1.18421	0.95576	0.47216	0.53328	0.46386	0.56011	0.51404	1.21460	1.57860	0.47818	0.47640	1.37283	0.48099	1.02524	0.79766	0.83910	0.68676	0.47510	0.47203	0.64043	0.75628	0.77407	0.47889	0.55109	0.47760	0.90372	0.51750	0.47190	0.48826	1.10352	0.47858	0.79153	0.48766	0.99126	0.52754	0.49133	0.93375	0.64426	0.80699	1.25611
0.68687	0.23531	0.19563	0.3003905713558197	0.21483	0.23582	0.26477	0.20129	0.19570	0.46360	0.23140	0.19760	0.20131	0.20024	0.20030	0.21056	0.20556	0.22621	0.20898	0.30194	0.19655	0.30022	0.19954	0.20309	0.20527	0.40514	0.20355	0.19983	0.19338	0.29323	0.22304	0.20628	0.20674	0.19502	0.28951	0.22615	0.20271	0.24158	0.20262	0.25075	0.20487	0.20784	0.20645	0.29528	0.20507	0.18821	0.19939	0.18932	0.19357	0.20174	0.42051	0.24323	0.34722	0.25873
0.69697	0.19902	0.16814	0.284166157245636	0.16338	0.16801	0.19199	0.19946	0.16181	0.30401	0.28871	0.17224	0.17453	0.17495	0.17450	0.26876	0.17735	0.28750	0.18010	0.28726	0.16524	0.19677	0.17628	0.17634	0.17736	0.18906	0.17741	0.17736	0.17007	0.28382	0.20330	0.17803	0.17823	0.17063	0.29596	0.17455	0.17477	0.24635	0.17694	0.20312	0.17824	0.17813	0.17956	0.26156	0.17695	0.16968	0.16226	0.19429	0.24314	0.17561	0.17746	0.24227	0.17751	0.16816
0.70707	0.17602	0.14684	0.24115388095378876	0.19347	0.15266	0.26490	0.15052	0.14441	0.30192	0.17243	0.18889	0.19707	0.15202	0.15201	0.15965	0.15007	0.28276	0.15493	0.17239	0.14332	0.16377	0.15287	0.15179	0.15359	0.24107	0.15362	0.15404	0.15298	0.15132	0.14328	0.15370	0.15386	0.19540	0.24187	0.15211	0.14733	0.21658	0.15335	0.26437	0.15390	0.15295	0.20031	0.22632	0.14492	0.14903	0.14706	0.17433	0.21686	0.15241	0.12827	0.22086	0.15404	0.14938
0.71717	0.15702	0.12679	0.20556628704071045	0.13002	0.13818	0.13564	0.13218	0.18357	0.29764	0.24758	0.13025	0.12963	0.12689	0.12949	0.25294	0.12959	0.14703	0.12063	0.24738	0.18231	0.13472	0.12401	0.12947	0.13168	0.20034	0.13525	0.13686	0.13305	0.19694	0.12878	0.12251	0.13211	0.18628	0.20448	0.12683	0.18271	0.19721	0.13594	0.13563	0.12420	0.12960	0.13325	0.13125	0.12934	0.13173	0.18785	0.21538	0.13207	0.12942	0.14680	0.19858	0.19940	0.12638
0.72727	0.14818	0.11375	0.1784108579158783	0.16751	0.10956	0.11664	0.19002	0.17140	0.12626	0.12153	0.16883	0.16935	0.16184	0.16362	0.27912	0.16365	0.13198	0.11726	0.12353	0.11402	0.11823	0.11385	0.16584	0.11686	0.17742	0.11136	0.12276	0.15700	0.17729	0.16713	0.11286	0.11813	0.16486	0.18464	0.11714	0.16959	0.11574	0.11149	0.11675	0.16277	0.16408	0.17340	0.11571	0.16474	0.17617	0.11613	0.18409	0.11580	0.17054	0.11073	0.17822	0.18015	0.16160
0.73737	0.12944	0.10054	0.16891154646873474	0.15541	0.11042	0.16731	0.13386	0.10132	0.10663	0.18800	0.15651	0.10156	0.10054	0.10093	0.18600	0.15259	0.25747	0.10115	0.19536	0.15469	0.17371	0.14889	0.15528	0.09999	0.10145	0.10462	0.09563	0.10121	0.16238	0.10157	0.10027	0.10156	0.10108	0.10400	0.10047	0.10130	0.10092	0.10393	0.16838	0.10089	0.10153	0.16003	0.15963	0.10155	0.16167	0.10147	0.16753	0.10085	0.10100	0.15392	0.16264	0.10232	0.10047
0.74747	0.12087	0.09140	0.15805497765541077	0.09195	0.09250	0.09182	0.09153	0.09180	0.19647	0.09512	0.09206	0.09184	0.09124	0.14499	0.09189	0.09153	0.17109	0.09168	0.17785	0.09117	0.17214	0.14319	0.09188	0.09098	0.15108	0.09154	0.09142	0.09158	0.15251	0.14720	0.14399	0.14505	0.14623	0.15723	0.09087	0.14855	0.15162	0.09096	0.09191	0.14754	0.14640	0.09332	0.09154	0.14705	0.09209	0.15117	0.10164	0.16548	0.14406	0.09458	0.15268	0.09243	0.14696
0.75758	0.11496	0.08261	0.13355441391468048	0.13037	0.08491	0.08366	0.13257	0.13388	0.20883	0.09050	0.13156	0.13248	0.12914	0.12940	0.08412	0.12998	0.08492	0.12991	0.09163	0.08255	0.13369	0.12890	0.13186	0.08251	0.13245	0.08252	0.08246	0.13050	0.13300	0.13014	0.12928	0.12916	0.08261	0.08490	0.12903	0.13121	0.08324	0.08251	0.08394	0.08289	0.08273	0.13325	0.13137	0.13018	0.13317	0.13292	0.08492	0.13486	0.12896	0.12805	0.13354	0.13428	0.08263
0.76768	0.10510	0.07829	0.13162441551685333	0.07893	0.12230	0.13145	0.07943	0.14114	0.09484	0.14280	0.07960	0.08073	0.07829	0.12964	0.13153	0.07863	0.08251	0.12970	0.09332	0.12956	0.13813	0.07821	0.13340	0.07820	0.08009	0.07829	0.07821	0.07937	0.08091	0.07962	0.07846	0.12979	0.12961	0.12721	0.12984	0.07939	0.08068	0.07827	0.13211	0.13023	0.12988	0.08026	0.13007	0.12983	0.13100	0.08064	0.08139	0.08821	0.12966	0.12762	0.08050	0.13157	0.12974
0.77778	0.10108	0.07729	0.1228363886475563	0.07811	0.09938	0.12257	0.07835	0.11042	0.12499	0.13264	0.07971	0.08471	0.07731	0.12271	0.08330	0.07774	0.08376	0.12231	0.09755	0.12228	0.12352	0.07761	0.12078	0.07696	0.12236	0.07714	0.07704	0.08009	0.12112	0.08010	0.07823	0.12291	0.12267	0.12159	0.07701	0.07927	0.08198	0.07714	0.12275	0.12234	0.12283	0.08079	0.12235	0.12254	0.12253	0.08207	0.08496	0.08729	0.12289	0.11962	0.08096	0.12272	0.12196
0.78788	0.10371	0.08332	0.11518016457557678	0.08344	0.12354	0.09149	0.11474	0.09441	0.10114	0.14301	0.08686	0.12449	0.08233	0.08221	0.11339	0.11491	0.11312	0.11427	0.11889	0.11445	0.09843	0.08380	0.09139	0.11517	0.11436	0.08195	0.11515	0.11434	0.09212	0.08785	0.11423	0.08173	0.11482	0.11394	0.11499	0.11444	0.11436	0.11514	0.09561	0.08952	0.11492	0.11446	0.11447	0.08415	0.09136	0.11438	0.11529	0.11407	0.08213	0.09072	0.08909	0.09114	0.08924
0.79798	0.10750	0.09322	0.11441996693611145	0.11151	0.11471	0.10664	0.09290	0.11439	0.11374	0.15468	0.11162	0.11624	0.11147	0.09296	0.10840	0.09388	0.10982	0.09923	0.12799	0.09601	0.11336	0.11125	0.11177	0.11152	0.10166	0.09268	0.11159	0.10737	0.10923	0.11079	0.09912	0.09265	0.09341	0.11156	0.11152	0.09846	0.10606	0.09310	0.11296	0.11206	0.09324	0.10470	0.09716	0.11138	0.11244	0.10797	0.11926	0.11203	0.09393	0.10678	0.10429	0.11195	0.11173
0.80808	0.12279	0.11046	0.1372288316488266	0.11047	0.14044	0.12754	0.10937	0.13044	0.13989	0.28651	0.11239	0.11578	0.11052	0.11046	0.11387	0.10998	0.13359	0.11201	0.12257	0.11094	0.13449	0.11710	0.12029	0.11060	0.11243	0.11037	0.10946	0.13704	0.11425	0.12326	0.11987	0.11051	0.11056	0.11714	0.11061	0.11152	0.11410	0.11055	0.13893	0.13110	0.11057	0.12733	0.11115	0.11316	0.13317	0.11518	0.14848	0.13600	0.11123	0.11566	0.11219	0.12927	0.11510
0.81818	0.14168	0.11734	0.17151543498039246	0.13043	0.19004	0.15333	0.13261	0.16724	0.16858	0.22037	0.12166	0.13818	0.11694	0.11664	0.13231	0.13014	0.13086	0.14569	0.17962	0.11794	0.12851	0.14388	0.14310	0.13319	0.12174	0.11649	0.13053	0.18885	0.12866	0.14976	0.14664	0.11738	0.11681	0.13419	0.11769	0.11975	0.12548	0.13027	0.17060	0.16431	0.11685	0.15685	0.11834	0.13459	0.16832	0.12880	0.18557	0.17061	0.11971	0.15196	0.12428	0.15738	0.13026
0.82828	0.18432	0.13974	0.2295408695936203	0.16027	0.22193	0.14735	0.13640	0.21028	0.21220	0.34650	0.17955	0.26237	0.16096	0.15956	0.26177	0.13228	0.21206	0.14446	0.16374	0.16419	0.19858	0.14529	0.14011	0.13543	0.17965	0.13165	0.16236	0.37021	0.15575	0.18992	0.14519	0.13486	0.16003	0.22691	0.16699	0.17297	0.19300	0.16153	0.21790	0.16197	0.16012	0.20259	0.16561	0.16675	0.23358	0.20735	0.17555	0.22909	0.17130	0.21558	0.14835	0.15164	0.16243
0.83838	0.21382	0.15490	0.282535195350647	0.15353	0.40873	0.22636	0.20570	0.34074	0.25330	0.26805	0.20982	0.27094	0.15495	0.18600	0.25961	0.15403	0.20567	0.17869	0.25911	0.15617	0.18281	0.23245	0.20843	0.20049	0.16875	0.15324	0.15633	0.31038	0.24893	0.22793	0.17932	0.19981	0.15446	0.21675	0.16133	0.16353	0.18027	0.15561	0.20351	0.21236	0.15422	0.19516	0.15707	0.19488	0.26554	0.19679	0.29649	0.24884	0.16355	0.30528	0.18345	0.24055	0.28099
0.84848	0.25512	0.18453	0.3285399377346039	0.18287	0.41276	0.27057	0.20577	0.38069	0.24509	0.30795	0.24723	0.29682	0.18425	0.18222	0.33861	0.18255	0.25426	0.22619	0.30773	0.18456	0.22147	0.31063	0.24775	0.19911	0.20310	0.18080	0.18736	0.31669	0.24407	0.27825	0.22485	0.19963	0.22292	0.28322	0.24090	0.23982	0.27393	0.18522	0.25649	0.28194	0.22089	0.32742	0.18569	0.18931	0.44164	0.25177	0.28380	0.31740	0.19862	0.28221	0.22764	0.23520	0.38628
0.85859	0.32245	0.22921	0.4124271273612976	0.26500	0.36222	0.33073	0.26260	0.34303	0.31193	0.35921	0.29803	0.39990	0.22498	0.26613	0.35182	0.22235	0.38034	0.36915	0.37384	0.22359	0.27183	0.40971	0.30203	0.25089	0.30170	0.26533	0.22932	0.35980	0.38333	0.28435	0.35551	0.25362	0.22820	0.36807	0.24832	0.29076	0.33511	0.27256	0.32606	0.47597	0.22348	0.36222	0.26901	0.23120	0.43689	0.32836	0.45381	0.44192	0.24897	0.38474	0.34424	0.29967	0.54078
0.86869	0.40157	0.30526	0.5287384390830994	0.32117	0.53632	0.39880	0.33515	0.40582	0.39753	0.42023	0.29888	0.48605	0.32463	0.31908	0.42977	0.27144	0.47332	0.51822	0.37264	0.32066	0.39684	0.50297	0.30597	0.31806	0.35877	0.31807	0.33166	0.34655	0.47841	0.35986	0.44816	0.38612	0.33691	0.57864	0.31556	0.34776	0.40324	0.27671	0.50045	0.57461	0.32177	0.47101	0.27062	0.28249	0.43489	0.52410	0.54169	0.52790	0.37177	0.50761	0.35411	0.38048	0.57521
0.87879	0.48354	0.35282	0.6341332793235779	0.38217	0.51212	0.47287	0.49148	0.48679	0.59731	0.49042	0.36020	0.61468	0.38514	0.37614	0.59004	0.33113	0.59679	0.69776	0.45611	0.33326	0.39891	0.55490	0.37562	0.46405	0.41830	0.37541	0.34076	0.41111	0.58814	0.45000	0.47055	0.41542	0.35791	0.54185	0.40167	0.35416	0.47542	0.38590	0.60322	0.65650	0.33197	0.49805	0.32658	0.39287	0.63593	0.63393	0.62726	0.62051	0.44943	0.66258	0.50536	0.56100	0.71733
0.88889	0.55887	0.43019	0.7197996973991394	0.40248	0.59938	0.54872	0.52292	0.65886	0.60863	0.56668	0.43046	0.75593	0.45147	0.43431	0.65455	0.39994	0.62925	0.69445	0.55574	0.45885	0.52784	0.72425	0.45501	0.56044	0.42773	0.43992	0.45062	0.47999	0.70260	0.54415	0.57874	0.52891	0.50122	0.62343	0.50870	0.46875	0.54774	0.40076	0.71935	0.73467	0.44314	0.53183	0.44029	0.40320	0.69556	0.61989	0.70774	0.72388	0.53149	0.62789	0.53249	0.57286	0.81578
0.89899	0.65264	0.50288	0.8077641129493713	0.53492	0.69517	0.63158	0.63346	0.79283	0.80142	0.64417	0.50436	0.72654	0.53335	0.45907	0.80733	0.52328	0.72428	0.66655	0.65265	0.56679	0.59552	0.81554	0.64468	0.67336	0.48961	0.46234	0.51691	0.60697	0.81163	0.64540	0.76512	0.65874	0.61966	0.70907	0.71439	0.53887	0.62370	0.46818	0.79970	0.73013	0.51415	0.63897	0.50858	0.47371	0.82960	0.70473	0.79305	0.85665	0.62672	0.65071	0.64185	0.75648	0.84936
0.90909	0.75154	0.58179	0.919517993927002	0.63266	0.86312	0.65347	0.79249	0.91124	0.78562	0.77642	0.62493	0.83592	0.62475	0.57132	0.99398	0.56003	0.86951	0.76802	0.75208	0.64719	0.65152	0.78963	1.37063	0.71438	0.54969	0.58250	0.58831	0.61183	0.81009	0.80977	0.76262	0.78055	0.68785	0.78703	0.76867	0.55362	0.63851	0.57536	1.05780	0.83857	0.58451	0.61395	0.71879	0.58655	1.04355	0.85951	0.78027	1.00015	0.71509	0.68900	0.81346	0.75248	0.82777
0.91919	0.73459	0.58072	0.8618086576461792	0.74953	0.79129	0.72185	0.78446	0.93475	0.85958	0.75754	0.59386	0.78566	0.61541	0.54918	0.74931	0.62290	0.77166	0.69825	0.83234	0.70491	0.59640	0.75978	0.75059	0.74556	0.56259	0.55350	0.61586	0.64560	0.80214	0.76773	0.82757	0.79153	0.71962	0.82067	0.77115	0.60305	0.68000	0.54917	0.91513	0.88184	0.59168	0.58273	0.68645	0.56048	1.03627	0.83314	0.78346	1.04258	0.72901	0.61133	0.77046	0.82955	0.79042
0.92929	0.65904	0.52713	0.8287763595581055	0.91183	0.75674	0.60864	0.61549	0.80309	0.74694	0.61282	0.56059	0.64103	0.59094	0.52737	0.62079	0.53081	0.72632	0.51519	0.73282	0.63310	0.52489	0.63234	0.60929	0.72076	0.53313	0.51454	1.11469	0.57394	0.70819	0.72931	0.67514	0.69506	0.67357	0.82294	0.69355	0.52950	0.56137	0.50818	0.66952	0.88128	0.51339	0.52916	0.60407	0.54332	0.88281	0.66435	0.67950	0.95850	0.59568	0.54749	0.69015	0.68671	0.55091
0.93939	0.46114	0.40706	0.5112172365188599	0.50871	0.48542	0.46631	0.43060	0.53377	0.47932	0.44071	0.43018	0.46428	0.41732	0.39788	0.41352	0.41573	0.45714	0.39231	0.49920	0.41906	0.41411	0.47809	0.43295	0.45888	0.48875	0.39990	0.49337	0.47834	0.48364	0.49837	0.47256	0.46992	0.45086	0.62329	0.43718	0.41020	0.42365	0.40997	0.43358	0.55576	0.41091	0.39793	0.43069	0.40785	0.68128	0.44312	0.45245	0.64390	0.43157	0.39551	0.48797	0.47931	0.42981
0.94949	0.54688	0.49370	0.5949417352676392	0.49153	0.55566	0.57884	0.57503	0.48341	0.55116	0.48404	0.55532	0.50688	0.54240	0.56257	0.60423	0.61181	0.52037	0.59391	0.53672	0.56719	0.52900	0.50533	0.58418	0.50258	0.49394	0.57229	0.49986	0.56613	0.57113	0.54271	0.55053	0.44341	0.55647	0.45546	0.55001	0.63778	0.59104	0.62207	0.50695	0.49622	0.62372	0.55678	0.54901	0.55207	0.50151	0.56261	0.58861	0.50592	0.57579	0.56925	0.53692	0.54533	0.57813
0.95960	1.09795	1.06029	1.136181116104126	1.07645	1.12638	1.13537	1.17316	1.10809	1.04053	1.06518	1.11741	1.15650	1.12081	1.14348	1.06836	1.06875	1.11151	1.07253	1.05676	1.06361	1.06755	1.10568	1.10042	1.04725	1.06997	1.06346	1.07830	1.09777	1.09663	1.11185	1.09843	1.07344	1.21710	1.07755	1.04555	1.07804	1.07641	1.07312	1.07584	1.13062	1.08953	1.13068	1.06043	1.05905	1.08877	1.12494	1.12459	1.13158	1.14910	1.12724	1.12576	1.12334	1.07272
0.96970	1.92448	1.90601	1.9424952268600464	1.91368	1.92351	1.91622	1.92794	1.91614	1.93594	1.92979	1.91648	1.92857	1.96841	1.90223	1.92242	1.92557	1.92374	1.93525	1.93044	1.92831	1.91816	1.97916	1.92053	1.92147	1.93577	1.92293	1.91466	1.94306	1.92916	1.93267	1.92098	1.94243	1.95264	1.93781	1.92549	1.92161	1.91972	1.92143	1.90643	1.96796	1.91497	1.89359	1.92967	1.91694	1.92280	1.91707	1.90897	1.91772	1.89932	1.89647	1.92111	1.88924	1.91728
0.97980	2.50896	2.47716	2.56109619140625	2.47181	2.51119	2.47372	2.52182	2.54209	2.49361	2.50646	2.48292	2.49531	2.54097	2.48974	2.52378	2.49041	2.49199	2.51753	2.48669	2.51626	2.50854	2.57375	2.48751	2.55969	2.55030	2.51430	2.50037	2.51405	2.48896	2.49630	2.47519	2.51097	2.53341	2.51708	2.61441	2.49268	2.48806	2.48649	2.57544	2.46832	2.48075	2.59318	2.50013	2.47737	2.48990	2.49852	2.51259	2.47889	2.50080	2.57402	2.48536	2.45663	2.48761
0.98990	2.93413	2.88775	2.982591390609741	2.93391	2.94946	2.93991	2.94950	2.98156	2.89182	2.88611	2.92453	2.87443	2.92969	2.96645	2.95226	2.90421	2.93231	2.94896	2.88137	2.92972	2.96440	2.94354	2.94907	2.99249	2.92339	2.89872	2.93997	2.92179	2.90951	2.92520	2.92734	2.90747	2.97340	2.94435	2.98802	2.87087	2.89077	2.90434	3.00222	2.96250	2.90337	3.00883	2.88079	2.94572	2.89493	2.95072	2.98199	2.94018	2.88793	2.99866	2.91927	2.95654	2.92204
