p	mean	conf_05	conf_95	trace_00	trace_01	trace_02	trace_03	trace_04	trace_05	trace_06	trace_07	trace_08	trace_09	trace_10	trace_11	trace_12	trace_13	trace_14	trace_15	trace_16	trace_17	trace_18	trace_19	trace_20	trace_21	trace_22	trace_23	trace_24	trace_25	trace_26	trace_27	trace_28	trace_29	trace_30	trace_31	trace_32	trace_33	trace_34	trace_35	trace_36	trace_37	trace_38	trace_39	trace_40	trace_41	trace_42	trace_43	trace_44	trace_45	trace_46	trace_47	trace_48	trace_49
0.52525	0.90769	0.34760	2.0549252033233643	2.09306	1.79090	2.03287	1.95584	0.92119	1.18810	1.20043	1.77946	0.35114	1.87981	2.08164	1.92415	1.88157	2.05290	1.70969	1.30757	1.38801	1.00166	0.46896	1.79900	2.23754	1.91495	1.67150	0.42785	2.11946	1.59178	0.42045	2.07311	0.26268	1.20780	0.71264	0.41484	0.17123	1.42495	1.71374	1.92687	1.92351	1.85805	0.49775	1.75162	1.99594	0.31574	0.22075	1.43560	1.88396	1.48841	0.30297	0.42875	0.43657	1.24766
0.53535	0.75595	0.26839	2.0251054763793945	1.85819	1.60451	2.01195	2.09660	0.44026	0.97312	1.28490	1.77101	0.24278	2.71752	2.14256	1.99878	1.83095	1.98859	1.59044	0.53251	1.12452	1.72899	0.44255	0.62187	2.17285	1.84420	1.47475	0.41777	1.92364	1.32417	0.35403	2.02412	0.22576	1.47509	0.54045	0.29369	0.14431	1.18625	0.62103	1.88555	1.88368	1.74564	0.44197	1.78555	2.03397	0.34426	0.20470	1.20346	1.95354	1.46957	0.27124	0.30794	0.23619	1.10939
0.54545	0.60779	0.24227	2.025994300842285	1.44610	1.26248	1.88060	2.39761	0.32924	0.63183	1.29877	1.57047	0.26023	0.87185	2.24965	2.02234	1.78375	1.86754	1.47832	0.25012	0.64103	1.78530	0.42731	0.39958	2.25378	2.00732	1.39700	0.43988	1.12438	1.04528	0.26169	2.17859	0.20194	1.45042	0.33983	0.24989	0.12446	0.84739	0.31777	1.84504	1.53645	1.76291	0.39450	1.71468	2.05890	0.25164	0.15832	0.98553	2.00468	1.28129	0.24505	0.21190	0.21728	0.97293
0.55556	0.47400	0.18280	1.8398206233978271	0.99352	0.89037	1.71032	2.40865	0.28094	0.44073	1.32267	1.48033	0.14863	1.28882	2.34920	1.72284	1.69212	1.82490	1.40260	0.17643	0.28822	1.97409	0.41658	0.32054	1.74748	2.04280	1.32418	0.47595	0.40459	0.66133	0.20025	1.56025	0.18511	1.33287	0.19747	0.23011	0.10973	0.46050	0.23959	1.79212	0.90729	1.76861	0.34992	1.64969	1.48321	0.18350	0.13991	0.74321	2.03955	1.05618	0.22146	0.15612	0.19808	0.82653
0.56566	0.35853	0.13376	1.7094675302505493	0.83111	0.43566	1.70833	0.56888	0.24994	0.21509	1.25954	0.96748	0.12597	1.13162	2.31586	1.32281	1.68894	1.71975	1.23761	0.13974	0.15440	1.99192	0.40467	0.27822	1.34130	1.86754	1.23170	0.51112	0.39780	0.32507	0.18260	1.04923	0.17147	1.10124	0.12998	0.21837	0.09778	0.25276	0.18598	1.70759	0.44665	1.86759	0.30067	1.44026	1.14335	0.13602	0.12225	0.60487	1.11981	0.75262	0.19756	0.13393	0.13224	0.69794
0.57576	0.26562	0.11509	1.145189881324768	0.85626	0.31609	1.57029	0.30909	0.24777	0.12325	0.91945	0.44464	0.10576	0.76720	2.09596	1.06202	0.99562	1.53503	1.10188	0.11539	0.10903	0.78889	0.48695	0.16209	0.99137	2.31698	1.09973	0.49708	0.27202	0.22297	0.16559	0.74285	0.16023	0.32160	0.15648	0.21013	0.08756	0.16038	0.14406	1.70867	0.37724	0.11702	0.24554	1.04948	0.51956	0.11960	0.10577	0.49075	0.43064	0.50187	0.17377	0.13165	0.11239	0.73418
0.58586	0.19998	0.09704	0.8088736534118652	1.09570	0.34576	0.79189	0.14382	0.45227	0.10351	0.32469	0.32387	0.08924	0.46001	1.39677	0.45846	0.22057	1.28753	0.96177	0.09767	0.08903	0.27500	0.56931	0.12150	0.14700	0.76490	0.67735	0.34584	0.24474	0.10528	0.14569	0.49573	0.15184	0.26215	0.11714	0.20698	0.07868	0.10501	0.11374	1.82772	0.24610	0.08114	0.19246	0.66811	0.15973	0.12290	0.09135	0.40895	0.60232	0.30739	0.15247	0.17393	0.16620	0.48105
0.59596	0.15968	0.07905	0.6335039138793945	0.76458	0.25370	0.16811	0.21879	0.13219	0.09255	0.17058	0.16343	0.07636	0.33735	0.62549	0.22567	0.09596	0.48502	0.88088	0.08459	0.07961	0.19519	0.70565	0.14692	0.06685	0.44445	0.32600	0.35020	0.17605	0.08764	0.18034	0.28880	0.14799	0.20594	0.14808	0.23020	0.07107	0.08824	0.09325	1.56721	0.28998	0.06507	0.15645	1.03509	0.07841	0.07912	0.07976	0.31935	0.45990	0.25316	0.13549	0.08451	0.12796	0.23942
0.60606	0.13182	0.06576	0.36583560705184937	0.98648	0.19653	0.18109	0.65057	0.09098	0.07602	0.15352	0.12169	0.06769	0.23188	0.28939	0.19122	0.07380	0.19919	0.68873	0.07629	0.07435	0.22054	0.28402	0.15497	0.06029	0.33808	0.18245	0.24156	0.13854	0.07154	0.08832	0.15862	0.15302	0.26233	0.07894	0.16880	0.06598	0.07104	0.07980	0.46255	0.22104	0.05706	0.24431	0.36552	0.06353	0.06377	0.07203	0.36865	0.06200	0.21265	0.12264	0.07235	0.15659	0.33471
0.61616	0.11506	0.05891	0.28927889466285706	0.28677	0.10125	0.14338	0.20446	0.52779	0.06636	0.14027	0.10906	0.05906	0.18447	0.16653	0.07666	0.06237	0.28181	0.15185	0.06784	0.06812	0.31189	0.11569	0.14485	0.05598	0.50084	0.11429	0.21993	0.22686	0.06062	0.07888	0.13740	0.40527	0.18431	0.06869	0.06761	0.05976	0.06208	0.06517	0.14399	0.24943	0.05084	0.17469	0.18557	0.05757	0.05047	0.06416	0.24253	0.05659	0.20070	0.12442	0.06378	0.10200	0.56092
0.62626	0.10229	0.05320	0.2946261763572693	0.31125	0.09475	0.10080	0.09507	0.51351	0.06381	0.09218	0.11004	0.05273	0.14442	0.16311	0.09758	0.05358	0.11216	0.10731	0.06210	0.06214	0.29278	0.12577	0.13094	0.05200	0.43649	0.17568	0.21049	0.17405	0.05696	0.07035	0.09852	0.06051	0.17902	0.06263	0.06123	0.05347	0.05817	0.09992	0.07500	1.13625	0.04512	0.08295	0.10194	0.05325	0.04389	0.05836	0.11718	0.05016	0.19580	0.16117	0.05747	0.13696	0.45556
0.63636	0.08922	0.05111	0.2809848189353943	0.33432	0.08907	0.05197	0.07418	0.09439	0.05858	0.05829	0.14782	0.04550	0.15265	0.05357	0.07532	0.05763	0.17329	0.11038	0.05570	0.08753	0.40265	0.07413	0.09967	0.04616	0.09467	0.10124	0.13870	0.18766	0.05177	0.05945	0.09188	0.13392	0.28069	0.05112	0.05444	0.13488	0.05271	0.07919	0.12412	0.49326	0.08779	0.05837	0.08762	0.07768	0.04069	0.05206	0.06689	0.04088	0.28360	0.22016	0.05103	0.11619	0.44093
0.64646	0.08042	0.04563	0.2271852195262909	0.08481	0.07087	0.04616	0.10036	0.12607	0.05414	0.04681	0.12957	0.08079	0.13332	0.03815	0.08492	0.07148	0.14395	0.09997	0.05088	0.15532	0.26693	0.08100	0.09351	0.04086	0.07004	0.04932	0.17345	0.22680	0.04616	0.05120	0.07910	0.08610	0.39625	0.04694	0.04967	0.12090	0.04793	0.08354	0.14510	0.33096	0.07074	0.05165	0.08561	0.09809	0.03951	0.04722	0.16998	0.03253	0.23067	0.20837	0.04670	0.03988	0.38085
0.65657	0.07268	0.03855	0.23999807238578796	0.06047	0.08191	0.06329	0.03791	0.23376	0.04883	0.03940	0.09632	0.05202	0.06675	0.03470	0.06664	0.09760	0.12114	0.06842	0.04564	0.11335	0.52407	0.10530	0.08428	0.03444	0.05626	0.04560	0.11721	0.13902	0.07982	0.04544	0.05787	0.12019	0.16613	0.04154	0.04364	0.11504	0.04224	0.11471	0.06355	0.30848	0.09666	0.04348	0.06315	0.11882	0.03863	0.04647	0.03904	0.03369	0.29612	0.33434	0.04228	0.03776	0.32481
0.66667	0.06539	0.03880	0.1351735144853592	0.09719	0.08023	0.04478	0.04961	0.18089	0.03894	0.04375	0.09226	0.05589	0.10095	0.05654	0.12221	0.06400	0.10432	0.06231	0.04608	0.08294	0.06434	0.09022	0.07737	0.05941	0.03755	0.03947	0.05213	0.16540	0.06745	0.04017	0.04637	0.07254	0.13778	0.07806	0.08165	0.07005	0.02910	0.07998	0.04473	0.06120	0.11154	0.06779	0.03976	0.13488	0.03706	0.05408	0.04792	0.06394	0.29933	0.33951	0.04292	0.03438	0.03531
0.67677	0.06131	0.03676	0.13148799538612366	0.08866	0.05207	0.07433	0.04401	0.17897	0.13112	0.09010	0.07568	0.10556	0.08807	0.09746	0.03931	0.10608	0.08482	0.05969	0.04311	0.11187	0.04069	0.03136	0.05992	0.11812	0.02764	0.05292	0.08612	0.19534	0.09582	0.18766	0.06845	0.05540	0.10506	0.07634	0.02725	0.10391	0.04896	0.06939	0.07218	0.05530	0.11948	0.13478	0.06565	0.07087	0.03697	0.04597	0.08284	0.05589	0.28685	0.10731	0.06147	0.03143	0.03486
0.68687	0.05657	0.03838	0.09552471339702606	0.06665	0.04084	0.03962	0.06318	0.21552	0.07874	0.03839	0.06378	0.06985	0.08297	0.03476	0.04276	0.05974	0.03878	0.03895	0.07259	0.07161	0.02842	0.04158	0.09356	0.06496	0.03826	0.05247	0.09550	0.03951	0.04268	0.05650	0.06043	0.04399	0.06767	0.07199	0.03818	0.10477	0.08518	0.06145	0.06075	0.07962	0.13155	0.05272	0.03653	0.06386	0.07386	0.04012	0.08630	0.09577	0.25425	0.06286	0.07490	0.06001	0.05771
0.69697	0.05487	0.03323	0.07822663336992264	0.06297	0.03089	0.03661	0.05262	0.23718	0.03406	0.07572	0.04860	0.05242	0.04077	0.03529	0.03221	0.06068	0.03468	0.05181	0.04238	0.04618	0.08235	0.06135	0.07777	0.06884	0.05065	0.03804	0.03714	0.05160	0.07399	0.06620	0.05509	0.06858	0.02829	0.03210	0.03224	0.10159	0.03484	0.05781	0.03605	0.06856	0.04727	0.03435	0.03354	0.04297	0.04226	0.03638	0.03931	0.04018	0.22275	0.08901	0.03712	0.03334	0.03603
0.70707	0.05529	0.03694	0.08506248146295547	0.05255	0.02495	0.03787	0.07759	0.05344	0.04078	0.08488	0.04649	0.08406	0.03945	0.03848	0.04064	0.11809	0.06505	0.05187	0.04564	0.06997	0.07781	0.04084	0.10034	0.06730	0.03830	0.04123	0.04236	0.05211	0.07221	0.08675	0.05512	0.06524	0.06965	0.05117	0.03879	0.12280	0.07125	0.03931	0.03747	0.03353	0.04247	0.03296	0.03280	0.07484	0.04510	0.04515	0.07722	0.07587	0.21113	0.07807	0.03724	0.03431	0.05252
0.71717	0.05471	0.03542	0.09266231954097748	0.04310	0.03230	0.03559	0.03744	0.07035	0.04073	0.04463	0.04593	0.04354	0.03439	0.05018	0.03847	0.04759	0.12254	0.05050	0.03605	0.08880	0.04271	0.05728	0.06460	0.10943	0.04441	0.03841	0.03867	0.04067	0.06800	0.04252	0.05334	0.05862	0.04682	0.07473	0.09845	0.09202	0.02959	0.05256	0.03554	0.06381	0.03842	0.03869	0.05811	0.06409	0.03979	0.12273	0.03733	0.03903	0.19760	0.02465	0.03673	0.03107	0.05240
0.72727	0.05469	0.03327	0.06988954544067383	0.06394	0.04037	0.03659	0.05375	0.05347	0.06339	0.05400	0.08442	0.04429	0.03153	0.05246	0.03486	0.06991	0.03850	0.05169	0.05180	0.06989	0.02496	0.03856	0.03714	0.08089	0.04217	0.05314	0.05293	0.04313	0.06707	0.04167	0.05316	0.03520	0.03036	0.05834	0.04826	0.03480	0.06718	0.03877	0.05615	0.03075	0.05739	0.03738	0.02948	0.03861	0.04281	0.07814	0.06987	0.06834	0.18311	0.04027	0.03696	0.03347	0.05408
0.73737	0.05555	0.03478	0.07542639970779419	0.06025	0.04292	0.03752	0.05387	0.07539	0.04001	0.08223	0.03343	0.06392	0.04105	0.05438	0.03949	0.04516	0.03555	0.03857	0.07572	0.09295	0.03115	0.03925	0.03864	0.06771	0.04218	0.04068	0.04057	0.05566	0.06746	0.04447	0.05194	0.03706	0.03425	0.05694	0.07614	0.03483	0.06673	0.05486	0.05733	0.06312	0.05545	0.03673	0.02937	0.05700	0.04312	0.05056	0.03922	0.04182	0.17496	0.02645	0.03799	0.03513	0.05541
0.74747	0.05706	0.03358	0.06406768411397934	0.04122	0.04047	0.05573	0.03591	0.03020	0.04003	0.12572	0.03518	0.05992	0.03765	0.05279	0.05421	0.05531	0.03276	0.05080	0.03342	0.03196	0.04642	0.05345	0.03806	0.06015	0.04119	0.03953	0.03931	0.03726	0.06803	0.06679	0.04732	0.03612	0.04198	0.04556	0.07480	0.03360	0.06376	0.05295	0.05484	0.05929	0.05185	0.03503	0.05764	0.03907	0.04162	0.06007	0.04114	0.04051	0.18713	0.05117	0.03728	0.03308	0.03637
0.75758	0.05995	0.03941	0.08246725052595139	0.04554	0.04695	0.04118	0.03924	0.05568	0.05583	0.08241	0.03999	0.04952	0.04115	0.06689	0.10073	0.06673	0.03943	0.04097	0.03786	0.11187	0.04576	0.04116	0.04347	0.07264	0.04533	0.04360	0.04359	0.04134	0.09618	0.04682	0.05732	0.04121	0.04408	0.04983	0.05924	0.03894	0.08027	0.04340	0.06915	0.07366	0.06539	0.03918	0.03331	0.06663	0.04587	0.07321	0.05396	0.04784	0.09104	0.06601	0.08301	0.07076	0.06635
0.76768	0.06197	0.03934	0.07399140298366547	0.04509	0.05803	0.06410	0.06151	0.04974	0.05774	0.07145	0.06050	0.06484	0.06044	0.06305	0.04576	0.04517	0.06923	0.04080	0.03247	0.03445	0.08040	0.04079	0.05869	0.06512	0.06609	0.06528	0.04347	0.06378	0.19155	0.04255	0.04430	0.06033	0.04306	0.06454	0.05248	0.03940	0.07225	0.06274	0.06440	0.03476	0.03878	0.07455	0.03457	0.06139	0.06819	0.06613	0.05307	0.04784	0.06502	0.07393	0.07849	0.07551	0.06070
0.77778	0.06532	0.03887	0.06884285062551498	0.04407	0.04648	0.06795	0.03837	0.04750	0.04171	0.06572	0.06614	0.06463	0.06458	0.06861	0.09410	0.06420	0.06689	0.03963	0.08935	0.09977	0.03638	0.06604	0.05989	0.06883	0.04361	0.04267	0.04257	0.04052	0.06765	0.06839	0.04393	0.06473	0.04209	0.04817	0.06308	0.03892	0.06945	0.06762	0.06892	0.06875	0.03621	0.04010	0.06221	0.06585	0.04470	0.06868	0.03438	0.04689	0.06760	0.04757	0.04200	0.03980	0.03566
0.78788	0.07344	0.03847	0.07501298189163208	0.04675	0.05129	0.04411	0.06712	0.06354	0.03763	0.06472	0.04351	0.06012	0.04321	0.07070	0.01746	0.04510	0.05363	0.04228	0.08314	0.03639	0.03741	0.06785	0.05815	0.04611	0.07289	0.07325	0.04547	0.04301	0.06308	0.05101	0.04579	0.06655	0.04546	0.05241	0.05252	0.04233	0.06569	0.04589	0.07123	0.03823	0.03849	0.08090	0.06178	0.04524	0.07496	0.06954	0.07551	0.05173	0.03957	0.09524	0.08862	0.04172	0.06802
0.79798	0.08762	0.04017	0.07097285985946655	0.04469	0.06092	0.06514	0.03938	0.05052	0.04021	0.07581	0.04144	0.06942	0.06315	0.04189	0.03281	0.04216	0.06840	0.03978	0.04155	0.10482	0.03663	0.06440	0.06734	0.06735	0.06900	0.06987	0.04348	0.06729	0.06549	0.11253	0.05271	0.04131	0.06461	0.05170	0.05219	0.05879	0.05996	0.06582	0.04184	0.06055	0.03529	0.07503	0.05118	0.06449	0.07052	0.05063	0.05640	0.05587	0.06541	0.09201	0.04214	0.04196	0.06525
0.80808	0.11323	0.04261	0.07376353442668915	0.06928	0.06411	0.04522	0.06384	0.06320	0.05832	0.08661	0.06895	0.13076	0.06621	0.04371	0.04196	0.06615	0.06447	0.06423	0.02481	0.07425	0.04186	0.06767	0.06966	0.04503	0.07251	0.07355	0.04581	0.04267	0.06421	0.06076	0.05955	0.06744	0.04783	0.05668	0.05629	0.04323	0.24026	0.04621	0.04480	0.04210	0.03663	0.07763	0.05622	0.04473	0.07371	0.05475	0.05279	0.05696	0.06815	0.05260	0.04400	0.05372	0.06898
0.81818	0.15509	0.04557	0.09831927716732025	0.05044	0.06250	0.04995	0.05834	0.06141	0.02652	0.10991	0.04647	0.08734	0.04641	0.04691	0.10375	0.04625	0.37045	0.05956	0.05460	0.02371	0.04816	0.06417	0.05188	0.04764	0.05017	0.07006	0.05006	0.06654	0.08564	0.06279	0.04310	0.04595	0.05955	0.06256	0.06523	0.05871	0.21566	0.06527	0.05037	0.04991	0.04028	0.04583	0.07044	0.06474	0.07008	0.06233	0.06116	0.16273	0.05655	0.09772	0.08115	0.04318	0.06148
0.82828	0.21420	0.04289	0.08776108920574188	0.04774	0.06044	0.06316	0.05325	0.06048	0.05844	0.12494	0.06757	0.03038	0.06506	0.06841	0.04858	0.06548	0.42480	0.06113	0.04942	0.03550	0.04174	0.06597	0.08639	0.06948	0.04688	0.04505	0.06732	0.04302	0.05871	0.10808	0.07189	0.06652	0.05138	0.06302	0.06085	0.04463	0.07500	0.06586	0.06240	0.02860	0.03597	0.07221	0.07716	0.04454	0.04854	0.05889	0.05913	0.19649	0.06213	0.05720	0.08696	0.09495	0.04671
0.83838	0.29690	0.03691	0.08677557110786438	0.05760	0.04719	0.05568	0.04223	0.05802	0.03058	0.07760	0.06047	0.06967	0.05770	0.06036	0.02742	0.03518	0.18778	0.05252	0.04711	0.07361	0.02914	0.05360	0.09180	0.03796	0.06100	0.06268	0.05839	0.03853	0.05123	0.07495	0.07231	0.05969	0.04639	0.03710	0.05182	0.03980	0.06912	0.05750	0.05332	0.10347	0.03459	0.06277	0.08622	0.05904	0.04306	0.04957	0.05222	0.05961	0.05721	0.14827	0.03716	0.03942	1.23262
0.84848	0.41309	0.04176	0.12349143624305725	0.04868	0.04520	0.04929	0.04195	0.07429	0.05492	0.11224	0.05410	0.08146	0.04918	0.04258	0.06618	0.03835	0.05383	0.04369	0.03569	0.02738	0.07497	1.02793	0.13409	0.05567	0.04686	0.04428	0.04961	0.05129	0.12692	0.06924	0.05668	0.04008	0.04334	0.06409	0.07572	0.04525	0.13806	0.04783	0.05481	0.03407	0.04407	0.04234	0.11749	0.05301	0.04974	0.07763	0.06319	0.11795	0.06491	0.12311	0.05561	0.04593	1.59896
0.85859	0.58659	0.04427	0.16607053577899933	0.05638	0.05101	0.05904	0.13146	0.05398	0.06848	0.14107	0.06141	0.05440	0.06012	0.06031	0.05489	0.05866	0.09838	0.04449	0.02474	0.16572	0.04767	2.00138	0.22931	0.04230	0.05974	0.06077	0.05685	0.05492	0.09394	0.07722	0.07010	0.04136	0.07278	0.07756	0.08438	0.05138	0.16921	0.05265	0.06901	0.03566	0.46105	0.06148	0.12751	0.06040	0.06285	0.05853	0.05334	0.08617	0.05741	0.13427	0.03456	0.05267	1.80635
0.86869	0.81455	0.05264	0.30231159925460815	0.05168	0.07050	0.04709	0.21204	0.07719	0.07826	0.14794	0.05824	0.08398	0.47028	0.05262	0.09950	0.04721	0.10609	0.14550	0.06394	1.48624	0.07050	2.04095	0.10004	0.05251	0.05306	0.05299	0.05264	0.08348	0.17253	0.11778	0.16800	0.05282	0.18392	0.07451	0.05676	0.06899	0.18303	0.06620	0.05616	0.08534	1.57139	0.05475	0.28365	0.05791	0.05922	0.08314	0.06056	0.11393	0.05871	0.06366	0.08755	0.10018	2.18158
0.87879	1.09094	0.05420	1.066508412361145	0.08091	0.11579	0.08995	0.31443	0.20377	0.05025	0.18135	0.05464	0.18427	1.65168	0.04921	0.36354	0.17903	0.13110	0.38287	0.04719	2.27715	0.12092	2.28651	0.12137	0.06632	0.07911	0.07291	0.05916	0.13435	0.35433	0.16007	0.20543	0.04880	1.00149	0.15517	0.09277	0.09712	0.19136	0.08145	0.10494	0.09134	1.99486	0.06409	0.54047	0.07310	0.09291	0.23223	0.09488	0.24228	0.13383	0.12964	0.05022	0.08204	2.16370
0.88889	1.37180	0.06951	2.0357425212860107	0.06852	0.25005	0.07478	0.60272	0.23225	0.13956	0.43273	0.15476	0.19980	2.36380	0.10494	0.19452	0.50422	0.14105	1.34822	0.05040	2.31499	0.27217	2.55038	0.09369	0.06672	0.06962	0.06151	0.13169	0.18538	0.80437	0.22666	0.41164	0.07165	2.22048	0.20308	0.18174	0.12258	0.15315	0.07503	0.25658	0.17277	2.01522	0.05724	0.93028	0.07007	0.08707	0.34110	0.23236	0.28331	0.10235	0.13874	0.07702	0.07314	2.30657
0.89899	1.55578	0.12056	2.270385980606079	0.10375	0.39557	0.16691	0.91690	0.54920	0.12100	0.78739	0.26294	0.35901	2.62054	0.12726	0.17806	1.23534	0.31483	2.15961	0.06936	2.55311	0.35723	2.74195	0.19271	0.14050	0.11655	0.13349	0.14493	0.43653	1.59366	0.28578	0.68499	0.20634	2.50512	0.23842	0.40308	0.36940	0.30749	0.14165	0.48891	0.18322	2.24430	0.17374	0.89226	0.18107	0.13550	0.30334	0.39501	0.41991	0.14653	0.21778	0.10786	0.10501	2.57802
0.90909	1.56116	0.26403	2.4855594635009766	0.25311	1.14660	0.26524	1.21133	0.75854	0.28098	1.45411	0.64786	0.52517	2.57065	0.34422	0.31803	1.85501	0.55296	2.47768	0.12972	2.48138	0.78384	2.68043	0.28040	0.42813	0.29335	0.19215	0.32961	0.72400	2.71813	0.58985	1.43773	0.37319	2.77615	0.37960	0.69431	0.71566	0.46178	0.35200	0.86594	0.36343	2.22794	0.57043	0.51452	0.30641	0.32965	0.54102	1.07561	0.77004	0.27846	0.50816	0.23057	0.22977	2.52313
0.91919	1.66263	0.48642	2.624739646911621	0.53783	1.98574	0.48693	1.51733	1.22091	0.47137	1.99671	1.21921	0.98454	2.79620	0.65766	0.48186	2.44897	1.12823	3.00372	0.32608	2.54843	1.39737	2.73966	0.60326	0.88442	0.60218	0.49641	1.59297	1.17228	3.21105	1.02360	2.05275	0.83293	2.83819	0.58499	0.94504	1.48924	0.91578	0.86026	1.78342	0.60581	2.20755	2.36296	0.70046	0.69443	0.63919	0.81908	1.96076	1.22307	0.60655	1.31432	0.37768	0.41787	2.61197
0.92929	1.85663	0.86317	2.7354989051818848	1.36845	2.28198	0.83476	1.63253	1.90162	0.85737	2.35130	2.04326	1.48766	2.72535	1.17799	0.89492	2.73007	1.73894	3.19983	0.60717	2.58660	1.84289	2.41766	1.13030	1.82569	1.42306	1.05356	2.22052	1.59327	3.48237	1.94947	2.48098	1.16256	2.81233	0.86381	1.31851	2.02499	1.29732	1.30453	2.07819	0.89806	2.27200	2.63141	1.22120	1.07485	1.39790	1.34959	2.79873	1.88542	1.12119	1.90373	0.74586	0.75057	2.78439
0.93939	2.06350	1.39206	2.9665112495422363	3.45515	2.66980	1.24394	1.91818	2.78669	1.70826	2.83579	2.55331	2.06527	2.81974	1.50507	1.38237	2.82294	2.20770	3.33072	1.10064	2.30660	2.25993	2.04752	1.63898	2.72784	1.94840	1.71269	1.98630	1.80396	3.48800	3.53372	2.71678	1.70933	2.98368	1.40867	1.36619	2.33700	1.63676	1.83883	2.00869	1.42801	2.33915	2.49055	1.78566	1.54153	2.06334	1.74337	2.96460	2.73165	1.73248	2.57911	1.39314	1.34684	2.59903
0.94949	2.06350	1.70847	3.2179155349731445	3.21669	2.98757	1.60741	1.67423	3.18533	2.37698	3.24370	2.68785	2.20081	2.59639	1.43058	1.96796	2.44976	2.54599	2.52364	2.03312	1.95938	1.86580	3.35661	2.04753	2.56999	1.78397	2.10261	2.08736	1.81159	3.36765	3.72893	2.89663	1.76501	2.70546	2.01458	2.26535	2.15218	1.76508	2.16667	2.15775	1.60780	1.97482	2.28313	2.30897	1.60389	1.91664	2.05744	3.22899	3.18471	2.01981	2.79161	1.71227	1.81934	2.26874
0.95960	2.06350	1.21538	2.510681629180908	2.47330	2.38857	1.46051	1.83961	3.09986	2.07799	1.70400	1.90262	1.74998	1.43098	1.06595	1.40839	1.52525	1.72115	1.89923	2.81039	1.03542	1.37382	1.61125	2.15602	1.55914	1.06468	1.21874	1.47833	1.40751	2.50042	2.92177	2.30066	2.16814	1.59781	2.14712	2.66489	1.43766	1.50991	1.51140	1.51799	1.43506	1.13928	2.12174	1.63826	1.36061	1.18517	1.85880	2.60304	1.49048	1.54158	1.80264	1.55804	1.87799	1.26316
0.96970	2.06350	0.43542	1.10824453830719	1.01160	0.72686	0.64569	0.94867	1.08092	0.73053	0.46771	0.52414	0.79340	0.49668	0.45884	0.42286	0.45769	0.49196	0.79888	1.37892	0.48040	0.44715	1.71715	1.05013	0.43377	0.95017	0.41519	0.52605	0.40942	0.65374	1.24652	1.10369	0.62758	0.54790	1.17839	0.82498	0.49464	0.54008	0.49964	0.51124	1.14921	0.43126	0.49930	0.43560	0.49620	0.51072	0.66977	0.54737	0.45789	0.47747	0.55695	0.66812	0.91926	0.46386
0.97980	2.06350	1.06628	2.450225830078125	1.10398	1.68391	1.08353	1.84981	1.93186	1.65053	1.80341	1.30250	1.45749	2.51732	1.22662	1.80185	1.28704	1.35628	1.89632	1.18536	2.08776	1.26402	2.65459	0.97945	1.94570	2.62190	1.93619	2.01303	2.04163	1.22139	1.27579	1.02126	2.20352	2.51975	1.40551	2.54156	1.09726	1.03832	1.08717	2.09570	1.06873	1.04422	2.44277	1.76440	1.18072	1.33921	1.20679	1.75059	1.28425	1.39917	2.36484	1.12146	1.02624	1.15072
0.98990	2.06350	2.15941	3.3322885036468506	1.98577	2.71800	2.18555	2.77001	2.96026	2.58853	2.78022	2.25219	2.57876	3.68345	2.57648	2.90926	2.36959	2.56319	2.89067	2.34361	2.95341	2.72334	3.39269	2.41737	3.23118	3.20511	2.91395	3.21649	2.84203	2.45808	2.34938	2.15191	2.83876	3.38992	2.60346	3.53491	2.10298	2.24741	2.26055	2.95176	2.10766	2.14661	3.96885	2.59088	2.51380	2.60622	2.30980	2.99543	2.59714	2.35537	3.32588	2.24760	2.16025	2.41125
1.00000	2.06350	2.56922	4.219754695892334	2.27618	3.11291	2.58610	3.06035	3.51785	2.86750	3.20723	2.50142	3.00078	4.73414	3.12426	3.46927	2.68148	3.05449	3.39415	2.75433	3.68182	3.32844	4.32972	3.04739	3.97051	3.59498	3.39865	4.23334	3.36894	2.81891	2.67032	2.54523	3.27327	4.21825	3.00032	4.72990	2.44330	2.68519	2.64678	3.37652	2.49771	2.69079	5.06862	2.74203	3.02304	3.10357	2.73762	3.51311	2.96299	2.69876	3.93847	2.60887	2.57189	3.08007
