p	err
0.01	0.648239834496586
0.02	0.6493285373935358
0.03	0.6504789680048588
0.04	0.6516966319489812
0.05	0.6529877098886071
0.06	0.6543591642612735
0.07	0.655818866921227
0.08	0.6573757526339035
0.09	0.6590400047453143
0.1	0.6608232811796294
0.11	0.6627389913681611
0.12	0.6648026380233968
0.13	0.6670322421921149
0.14	0.6694488762641647
0.15	0.6720773383393869
0.16	0.6749470137128463
0.17	0.6780929869890155
0.18	0.68155749422687
0.19	0.6853918429212496
0.2	0.6896589856408694
0.21	0.6944370225673452
0.22	0.6998240491159001
0.23	0.7059449924920808
0.24	0.7129614591161052
0.25	0.7210862624706398
0.26	0.73060544999188
0.27	0.7419127701262033
0.28	0.7555656281100582
0.29	0.7723799731011295
0.3	0.7935998627236741
0.31	0.8212206242173534
0.32	0.8586567967149333
0.33	0.9122768252772752
0.34	0.9954788060082366
0.35000000000000003	1.1420866153462115
0.36	1.4692463753108178
0.37	2.845327053411572
0.38	3.093436185730516
0.39	0.4017372975854957
0.4	0.024494897427577055
0.41000000000000003	0.19821517859109475
0.42	0.292564358687276
0.43	0.3518231829034489
0.44	0.39250138390607575
0.45	0.42215588814105126
0.46	0.44473489644086034
0.47000000000000003	0.4625022714229691
0.48	0.47684916707422526
0.49	0.4886775943205133
0.5	0.4985980344927141
0.51	0.5070384121288256
0.52	0.5143075874565728
0.53	0.5206340733443817
0.54	0.5261905669740987
0.55	0.5311100107548308
0.56	0.5354964092135609
0.5700000000000001	0.5394322963549706
0.58	0.5429840041788746
0.59	0.5462054524019024
0.6	0.5491409219976132
0.61	0.551827116849851
0.62	0.5542947179481462
0.63	0.5565695701066878
0.64	0.5586735987315393
0.65	0.5606255256617187
0.66	0.5624414336496444
0.67	0.5641352155483351
0.68	0.5657189347739106
0.6900000000000001	0.5672031168377588
0.7000000000000001	0.5685969868516536
0.71	0.569908664336915
0.72	0.5711453240317466
0.73	0.5723133294247901
0.74	0.5734183442632795
0.75	0.574465426160817
0.76	0.5754591055698792
0.77	0.5764034527207988
0.78	0.5773021346134629
0.79	0.5781584637446037
0.8	0.5789754399358512
0.81	0.5797557863759402
0.8200000000000001	0.5805019807897396
0.8300000000000001	0.5812162824858719
0.84	0.5819007559050022
0.85	0.5825572911858389
0.86	0.5831876221803747
0.87	0.5837933422799927
0.88	0.584375918356621
0.89	0.5849367030757634
0.9	0.5854769457990024
0.91	0.5859978022609559
0.92	0.5865003431784557
0.93	0.5869855619269251
0.9400000000000001	0.5874543813997761
0.9500000000000001	0.587907660150499
0.96	0.588346197903459
0.97	0.5887707405078244
0.98	0.589181984399188
0.99	0.5895805806250319
1.	0.5899671384829802
