eta	mean	conf_05	conf_95	trace_00	trace_01	trace_02	trace_03	trace_04	trace_05	trace_06	trace_07	trace_08	trace_09	trace_10	trace_11	trace_12	trace_13	trace_14	trace_15	trace_16	trace_17	trace_18	trace_19	trace_20	trace_21	trace_22	trace_23	trace_24	trace_25	trace_26	trace_27	trace_28	trace_29	trace_30	trace_31	trace_32	trace_33	trace_34	trace_35	trace_36	trace_37	trace_38	trace_39	trace_40	trace_41	trace_42	trace_43	trace_44	trace_45	trace_46	trace_47	trace_48	trace_49
0.0000100	2.51042	1.76277	3.32341	2.04850	2.74953	3.83614	1.77860	2.92478	1.46325	3.38415	2.08511	2.84870	1.67191	1.92022	2.63206	3.18532	1.98380	2.02224	2.75462	2.58320	3.02222	1.21074	1.76733	2.21733	3.65393	3.16895	1.72175	2.23602	1.95491	2.06245	2.78978	3.36395	3.85438	1.89781	2.94754	2.94830	3.14459	3.22649	2.98928	2.32186	2.53109	2.70278	1.85133	3.31891	1.50737	2.76367	1.89867	2.68145	2.09096	1.90784	3.02630	2.56480	2.30389
0.0000112	2.51620	1.76120	3.19189	1.90959	2.44488	3.61190	1.81719	2.88197	1.35442	2.82214	2.24917	2.89703	1.71997	1.99500	2.69199	2.61973	2.25433	1.72640	3.06843	3.02393	3.13238	1.82957	1.87820	2.10920	3.39658	2.49164	1.69206	2.48839	2.17694	1.76477	3.08642	3.19039	3.87612	2.00195	3.09589	3.17100	3.20537	3.16563	2.89123	2.19114	2.74077	2.65749	1.87196	3.11623	1.72907	2.78083	2.07768	2.58758	1.81255	2.25832	3.45769	2.68127	2.11565
0.0000126	2.49079	1.76789	3.24690	1.65869	2.13752	3.97033	2.08590	3.27721	1.51347	3.70812	2.35521	2.93334	1.88309	2.01764	2.53567	2.61545	2.50232	2.15332	3.00701	3.15031	2.97557	1.64875	1.94568	2.13343	3.55908	2.78271	1.78219	2.49238	1.87818	1.77133	3.03884	2.92275	3.71608	2.12853	2.59088	2.51653	2.85648	2.63898	3.00463	1.73696	2.34733	2.49391	1.96766	3.10420	1.66993	2.59311	1.95683	2.59769	2.02045	1.94859	3.24354	2.71838	2.25317
0.0000142	2.53891	1.67854	3.34568	1.68226	2.76753	3.81371	1.61963	3.00685	1.25855	4.20748	2.17954	2.75541	1.79345	1.98267	2.53431	2.93565	2.50777	1.78546	2.74986	2.84646	3.30259	1.69340	1.78408	2.21721	3.51444	2.74925	1.51714	2.84791	2.36035	2.10193	3.01021	3.23002	4.08098	1.83888	3.18841	3.40909	2.98173	2.54464	2.97088	2.18665	2.62133	2.71272	1.64505	2.91379	1.57744	2.74407	2.19233	2.65360	1.70460	1.84534	3.33864	2.79659	2.24362
0.0000159	2.50617	1.81582	3.32806	1.83537	2.74041	3.24638	1.98889	2.78208	1.37237	4.44645	2.35934	2.86563	1.52970	1.63286	2.72075	2.71621	2.26041	1.86086	2.81293	2.65118	2.92526	2.12856	1.89084	2.04076	3.66051	2.44015	1.85263	2.64115	2.27320	1.96859	2.84697	3.39493	3.97879	1.79959	2.99550	2.67662	3.32257	2.91798	3.05266	2.00878	2.43833	2.34763	1.82229	3.11608	1.53887	2.78040	2.15525	2.02561	2.02468	1.81763	3.37746	2.81311	2.41330
0.0000179	2.51418	1.71863	3.25444	1.76361	2.67266	3.81846	1.71888	2.78746	1.30612	3.58899	1.70808	3.09157	1.68442	2.01139	2.83448	2.77567	2.20049	2.16312	2.85254	3.24395	3.22225	1.86956	1.74175	2.36280	3.71174	2.45127	1.84452	2.14971	1.85468	1.79901	2.66243	3.34888	4.01258	1.90186	2.79458	3.13844	3.18860	2.84445	2.97066	1.99814	2.80189	2.27109	2.02590	3.10199	1.71361	3.08108	2.25883	2.75835	1.94751	1.71642	2.99518	2.63363	2.31348
0.0000201	2.50016	1.80843	3.12434	1.97040	2.40342	3.75973	1.83309	3.13033	1.41398	3.12367	2.14248	2.70055	1.74051	1.67032	2.55521	2.83021	2.27309	2.04186	3.01866	2.86574	3.11819	1.81598	2.00040	1.87408	3.71001	3.06463	2.09504	2.24686	2.12941	1.47387	2.73923	3.08054	3.79416	2.14358	2.86474	2.96976	3.46304	2.91175	2.95842	1.91049	2.37193	2.69076	1.96243	3.06677	1.64200	2.68199	2.04779	2.49749	1.88406	2.12149	3.07872	2.70155	2.42341
0.0000226	2.51402	1.77764	3.35136	1.70144	2.60207	3.76059	1.85267	2.82901	1.31501	4.51674	2.17859	2.55461	1.64768	1.94127	2.51717	2.80553	2.56351	2.07352	2.63541	2.92635	2.63979	1.85513	2.06630	2.28328	3.91920	2.71222	1.75436	2.14826	2.23807	2.02100	2.72155	2.84787	3.69364	2.01742	2.64623	3.32750	3.17754	2.97537	3.22215	1.83495	2.77216	2.57648	1.84406	2.70893	1.59367	2.88782	2.23967	2.25412	1.78023	2.06160	3.56607	2.38768	2.50535
0.0000254	2.50095	1.80928	3.29489	1.86631	2.32908	3.70932	2.09522	2.66915	1.71009	3.39954	2.33080	3.01950	1.82376	2.00301	2.50189	2.42954	2.12958	1.93368	2.98964	2.98897	2.73711	1.81079	1.78591	1.92306	3.93672	2.48300	2.01362	2.15744	2.14639	1.90766	2.47501	3.20985	3.84836	1.96992	2.87490	2.91312	3.29405	2.92282	2.74910	2.36349	2.78941	2.33233	1.79571	2.97020	1.64381	3.11017	1.89622	2.78804	2.23095	1.74452	3.30240	2.86003	2.13233
0.0000285	2.48716	1.84590	3.14121	1.95543	2.52593	3.54411	2.06279	3.11294	1.35131	3.09136	2.32456	2.87244	1.79706	1.89991	2.66711	2.79710	2.15249	1.80149	2.97623	2.66595	2.74991	1.89080	1.87065	2.14023	3.24660	2.51893	2.00898	2.72354	2.19296	2.06455	2.87904	2.92377	3.91381	2.04441	3.12950	2.86255	3.35882	2.41201	3.09805	2.23550	2.49743	2.47485	2.01056	2.90319	1.83805	2.88223	2.14643	2.53337	1.79878	2.09035	3.26870	2.20463	1.84677
0.0000320	2.47344	1.74728	3.25127	1.70693	2.60474	3.40389	1.91037	3.20175	1.17293	3.28877	2.09401	2.43522	1.70983	1.58286	2.47799	2.95610	1.85152	2.03845	2.94965	3.20491	2.90177	1.37454	1.98306	2.27787	3.62113	2.75368	1.92032	2.65345	1.90619	2.13874	2.64916	2.91286	3.63219	2.09321	3.07576	3.21222	3.24710	2.69870	3.11355	1.99257	2.22148	2.37799	1.82719	3.12230	1.77705	2.88552	2.03425	2.70904	1.75144	2.16914	3.43186	2.37072	2.24603
