eta	mean	conf_05	conf_95	trace_00	trace_01	trace_02	trace_03	trace_04	trace_05	trace_06	trace_07	trace_08	trace_09	trace_10	trace_11	trace_12	trace_13	trace_14	trace_15	trace_16	trace_17	trace_18	trace_19	trace_20	trace_21	trace_22	trace_23	trace_24	trace_25	trace_26	trace_27	trace_28	trace_29	trace_30	trace_31	trace_32	trace_33	trace_34	trace_35	trace_36	trace_37	trace_38	trace_39	trace_40	trace_41	trace_42	trace_43	trace_44	trace_45	trace_46	trace_47	trace_48	trace_49
0.0033516	2.69627	2.69524	2.69730	2.69681	2.69729	2.69675	2.69709	2.69562	2.69761	2.69379	2.69598	2.69566	2.69658	2.69719	2.69592	2.69537	2.69565	2.69661	2.69617	2.69550	2.69618	2.69617	2.69724	2.69678	2.69742	2.69653	2.69644	2.69619	2.69679	2.69594	2.69583	2.69669	2.69695	2.69554	2.69738	2.69634	2.69543	2.69511	2.69471	2.69708	2.69575	2.69630	2.69414	2.69754	2.69644	2.69525	2.69772	2.69625	2.69582	2.69678	2.69512	2.69688	2.69693
0.0037649	2.73568	2.73506	2.73638	2.73593	2.73637	2.73602	2.73621	2.73529	2.73655	2.73405	2.73535	2.73521	2.73595	2.73631	2.73551	2.73516	2.73538	2.73595	2.73554	2.73520	2.73569	2.73558	2.73634	2.73602	2.73644	2.73583	2.73587	2.73566	2.73614	2.73545	2.73542	2.73601	2.73607	2.73508	2.73645	2.73581	2.73520	2.73484	2.73454	2.73625	2.73546	2.73574	2.73433	2.73653	2.73588	2.73511	2.73662	2.73563	2.73527	2.73596	2.73482	2.73612	2.73609
0.0042292	2.77076	2.77032	2.77117	2.77085	2.77117	2.77097	2.77105	2.77056	2.77125	2.76983	2.77049	2.77045	2.77095	2.77113	2.77069	2.77050	2.77065	2.77092	2.77061	2.77049	2.77078	2.77069	2.77115	2.77096	2.77120	2.77083	2.77089	2.77075	2.77107	2.77062	2.77062	2.77098	2.77096	2.77034	2.77122	2.77086	2.77052	2.77021	2.77003	2.77111	2.77068	2.77079	2.77001	2.77126	2.77091	2.77047	2.77130	2.77071	2.77045	2.77089	2.77020	2.77102	2.77097
0.0047508	2.80188	2.80166	2.80207	2.80192	2.80207	2.80197	2.80201	2.80181	2.80210	2.80148	2.80174	2.80174	2.80198	2.80205	2.80185	2.80179	2.80185	2.80195	2.80178	2.80175	2.80189	2.80185	2.80206	2.80197	2.80208	2.80192	2.80193	2.80188	2.80203	2.80182	2.80182	2.80199	2.80196	2.80166	2.80209	2.80193	2.80178	2.80160	2.80153	2.80204	2.80186	2.80190	2.80155	2.80211	2.80196	2.80176	2.80212	2.80184	2.80173	2.80193	2.80160	2.80200	2.80196
0.0053367	2.82935	2.82931	2.82938	2.82937	2.82937	2.82935	2.82936	2.82934	2.82937	2.82930	2.82940	2.82934	2.82935	2.82936	2.82933	2.82933	2.82932	2.82934	2.82935	2.82928	2.82935	2.82933	2.82937	2.82935	2.82937	2.82938	2.82932	2.82937	2.82936	2.82936	2.82932	2.82935	2.82938	2.82935	2.82937	2.82934	2.82932	2.82930	2.82931	2.82936	2.82934	2.82938	2.82929	2.82938	2.82934	2.82935	2.82938	2.82933	2.82941	2.82938	2.82931	2.82935	2.82937
0.0059948	2.85341	2.85331	2.85356	2.85340	2.85331	2.85333	2.85334	2.85341	2.85331	2.85356	2.85366	2.85350	2.85332	2.85331	2.85338	2.85339	2.85333	2.85333	2.85354	2.85335	2.85341	2.85337	2.85331	2.85334	2.85331	2.85347	2.85332	2.85346	2.85331	2.85348	2.85340	2.85331	2.85342	2.85360	2.85330	2.85334	2.85338	2.85352	2.85361	2.85331	2.85338	2.85348	2.85354	2.85330	2.85331	2.85351	2.85330	2.85337	2.85368	2.85345	2.85356	2.85332	2.85341
0.0067342	2.87424	2.87407	2.87452	2.87417	2.87407	2.87411	2.87411	2.87421	2.87407	2.87448	2.87468	2.87439	2.87408	2.87407	2.87420	2.87419	2.87410	2.87411	2.87451	2.87416	2.87426	2.87416	2.87407	2.87412	2.87407	2.87435	2.87412	2.87433	2.87407	2.87438	2.87422	2.87408	2.87425	2.87456	2.87406	2.87413	2.87419	2.87446	2.87460	2.87407	2.87419	2.87433	2.87451	2.87406	2.87408	2.87443	2.87406	2.87417	2.87469	2.87433	2.87453	2.87411	2.87429
0.0075646	2.89198	2.89178	2.89234	2.89185	2.89178	2.89182	2.89181	2.89191	2.89178	2.89222	2.89255	2.89216	2.89179	2.89178	2.89193	2.89188	2.89181	2.89182	2.89238	2.89186	2.89201	2.89185	2.89178	2.89182	2.89177	2.89214	2.89184	2.89211	2.89177	2.89219	2.89194	2.89179	2.89200	2.89234	2.89177	2.89185	2.89190	2.89223	2.89244	2.89178	2.89190	2.89200	2.89233	2.89177	2.89179	2.89227	2.89177	2.89187	2.89251	2.89214	2.89238	2.89183	2.89213
0.0084975	2.90671	2.90650	2.90710	2.90655	2.90650	2.90653	2.90653	2.90661	2.90650	2.90689	2.90733	2.90690	2.90651	2.90650	2.90665	2.90658	2.90652	2.90653	2.90720	2.90656	2.90675	2.90654	2.90650	2.90653	2.90650	2.90690	2.90657	2.90686	2.90650	2.90698	2.90663	2.90651	2.90673	2.90700	2.90650	2.90657	2.90660	2.90692	2.90723	2.90650	2.90660	2.90662	2.90704	2.90650	2.90651	2.90709	2.90649	2.90656	2.90719	2.90694	2.90715	2.90657	2.90700
0.0095455	2.91843	2.91824	2.91888	2.91826	2.91824	2.91826	2.91825	2.91831	2.91824	2.91852	2.91900	2.91866	2.91824	2.91824	2.91836	2.91828	2.91825	2.91825	2.91897	2.91828	2.91847	2.91825	2.91824	2.91826	2.91824	2.91861	2.91831	2.91858	2.91824	2.91876	2.91832	2.91824	2.91845	2.91860	2.91823	2.91830	2.91830	2.91854	2.91900	2.91824	2.91830	2.91828	2.91862	2.91823	2.91824	2.91889	2.91823	2.91827	2.91878	2.91872	2.91888	2.91831	2.91888
