eta	x	y	err
0.000012589254117941673	-21.54696558901212	11.10327003315836	39.34918800372017
0.000015848931924611134	-5.593866817934379	2.5396447674898575	11.50771803593336
0.0000199526231496888	-3.1482726997433805	1.226854153435839	7.239656430013941
0.0000251188643150958	-2.175665480035167	0.704764813848572	5.542265830790241
0.000031622776601683795	-1.6637486059729374	0.4299759289110396	4.648878703651924
0.00003981071705534972	-1.3545305861139285	0.26399801003811385	4.109246972280781
0.000050118723362727224	-1.1520122282457266	0.1552992098813619	3.75583303033833
0.00006309573444801933	-1.012260343802815	0.0802968750187509	3.5119655313409965
0.00007943282347242815	-0.9123076788166931	0.026663054290618177	3.337563360571902
0.0001	-0.838973168772737	-0.012676745945571409	3.2096247341451756
0.00012589254117941674	-0.7841518165764112	-0.042071898441650595	3.1140071575145263
0.00015848931924611134	-0.7425898194353212	-0.06434089406965775	3.0415446866351976
0.00019952623149688798	-0.7107380241530816	-0.08138671484463429	2.9860471293739534
0.000251188643150958	-0.6861188842679801	-0.09453653529548856	2.943195455576397
0.00031622776601683794	-0.6669566716354174	-0.10474007913486365	2.909896692356641
0.0003981071705534972	-0.6519510248647735	-0.11269099565175576	2.8838890363350815
0.0005011872336272722	-0.6401325663090902	-0.11890413554457173	2.863490272837417
0.0006309573444801933	-0.6307675606415135	-0.12376644384962728	2.8474318827985874
0.0007943282347242815	-0.6232929776260913	-0.12757146079355572	2.8347463353686777
0.001	-0.6172710131367445	-0.1305432897167181	2.8246884926309606
0.0012589254117941673	-0.6123564062867147	-0.13285358836745104	2.816679535000663
0.0015848931924611134	-0.6082723633678401	-0.13463380886626614	2.810266138173293
0.00199526231496888	-0.6047923726606228	-0.13598411711257447	2.805090210840705
0.0025118864315095803	-0.6017260976983845	-0.1369799341887856	2.800866085929754
0.0031622776601683794	-0.5989081063594939	-0.13767673448693152	2.7973630576750477
0.003981071705534972	-0.5961885638306472	-0.1381135369583488	2.794391805235808
0.005011872336272723	-0.5934252690502294	-0.13831539631563797	2.791793677026626
0.006309573444801933	-0.5904765970440304	-0.13829511656190924	2.7894321109327067
0.007943282347242816	-0.587195058060071	-0.1380543563835678	2.787185686164769
0.01	-0.5834213250642031	-0.1375842675162273	2.784942477239598
0.012589254117941673	-0.578978736898616	-0.13686580006643434	2.782595533657585
0.015848931924611134	-0.5736684764347725	-0.13586982245097118	2.7800394575199516
0.0199526231496888	-0.567265869776065	-0.13455723883238502	2.7771682061759693
0.0251188643150958	-0.5595185643837347	-0.13287934370938437	2.773874409135537
0.0316227766016838	-0.5501477120524322	-0.13077872787125944	2.7700506431916696
0.03981071705534972	-0.5388536598477703	-0.1281911298391123	2.765593216757148
0.05011872336272723	-0.5253279273505058	-0.12504868485718273	2.7604089982194844
0.06309573444801933	-0.5092732225410747	-0.12128501131022537	2.7544255709134458
0.07943282347242815	-0.49043263320131614	-0.11684242291298011	2.7476043820067746
0.1	-0.4686276103884278	-0.11168118854775304	2.7399555011791543
0.12589254117941673	-0.4438017605769178	-0.10579013826688935	2.7315512213791244
0.15848931924611134	-0.416064028336796	-0.09919709199319687	2.7225344368874422
0.19952623149688797	-0.38572152834499296	-0.09197679259030135	2.7131172867898954
0.251188643150958	-0.3532907388202211	-0.0842536544475796	2.7035668081886017
0.31622776601683794	-0.31947781360558425	-0.07619712574928239	2.694177645338623
0.3981071705534972	-0.28512519601873865	-0.06800899540378832	2.6852363896288454
0.5011872336272722	-0.2511311298328775	-0.059904221344383224	2.676985861680753
0.6309573444801932	-0.2183574583523088	-0.05208895561597999	2.669598401866047
0.7943282347242815	-0.18754517730793357	-0.044740413757078365	2.663164243198251
1.	-0.15925449856598586	-0.037992589157125486	2.657695738328022
1.2589254117941673	-0.13383807095245803	-0.03192987702787638	2.6531433237258852
1.5848931924611136	-0.11144637066085344	-0.026588373113317944	2.6494167571975784
1.9952623149688795	-0.09205701978637296	-0.0219628808043052	2.646405697099638
2.51188643150958	-0.07551683178336491	-0.01801695378937582	2.6439959466757617
3.1622776601683795	-0.06158631224236551	-0.014693523133939861	2.6420801594296908
3.9810717055349722	-0.04997945146533993	-0.011924399399841561	2.6405635367210274
5.011872336272722	-0.04039516481377354	-0.00963778034633703	2.6393658326949403
6.309573444801933	-0.03253955631430426	-0.007763567631129517	2.638421057270787
7.943282347242816	-0.026139927801297896	-0.006236712794324193	2.6376759887760803
10.	-0.020952242640352347	-0.004999000551261526	2.637088241622061
12.589254117941673	-0.01676388411022507	-0.003999708667244371	2.6366243196644246
15.848931924611136	-0.013393326369791427	-0.0031955306454025884	2.6362578648880737
19.952623149688794	-0.010687980660758815	-0.002550062648656777	2.635968176493699
25.118864315095802	-0.008521119967524155	-0.0020330702786145907	2.6357390036327315
31.622776601683796	-0.006788481453427917	-0.0016196782914941754	2.6355575825492403
39.81071705534972	-0.005404914678750158	-0.0012895711151992611	2.6354138783562937
50.11872336272722	-0.004301280277307741	-0.001026253043471835	2.635299992000338
63.095734448019336	-0.0034216954358162305	-0.0008163911220375301	2.6352096978034965
79.43282347242815	-0.002721154916540068	-0.0006492476025198801	2.635138083039627
100.	-0.0021635170763788236	-0.0005161994598541254	2.635081266791845
