eta	x	y	err
1.e-9	-7.1926686229212535	2.6422578898991067	13.03607017136974
1.2589254117941673e-9	-7.188418250820056	2.64036827943054	13.029307008371418
1.5848931924611134e-9	-7.1830748538689155	2.6379927371076946	13.020804631713299
1.99526231496888e-9	-7.17635978113113	2.635007381606162	13.010119653932692
2.5118864315095803e-9	-7.167924754547348	2.6312573771026355	12.996697897366372
3.1622776601683795e-9	-7.1573352886281425	2.626549562079867	12.979848011679145
3.981071705534972e-9	-7.144050636975438	2.6206435340456387	12.958709564906473
5.011872336272722e-9	-7.127399819708957	2.613240991919048	12.93221489846023
6.309573444801933e-9	-7.106553410531367	2.6039731932571484	12.899044234901023
7.943282347242815e-9	-7.080491036071951	2.5923865052669184	12.857573963118094
1.e-8	-7.047965049101298	2.5779262548154067	12.805818835399958
1.2589254117941673e-8	-7.0074616985832785	2.5599194655965176	12.741370181491247
1.5848931924611133e-8	-6.957162481779934	2.5375576762354752	12.66133441233321
1.9952623149688796e-8	-6.8949103916231405	2.5098819347101844	12.562279313122684
2.51188643150958e-8	-6.8181886040176005	2.475773323262032	12.440200130709801
3.162277660168379e-8	-6.724122800822814	2.4339539911504664	12.290523269933706
3.9810717055349716e-8	-6.609522519489517	2.3830055377008263	12.108172088914138
5.011872336272722e-8	-6.470980834102566	2.3214133280637523	11.88772551089193
6.309573444801932e-8	-6.305053619964609	2.247646189862997	11.623703268873474
7.943282347242814e-8	-6.108536882349605	2.16027970676576	11.31100718933419
1.e-7	-5.878849547512134	2.0581663979842673	10.945530286768639
1.2589254117941672e-7	-5.614506456363468	1.9406459996733953	10.524909388135573
1.5848931924611133e-7	-5.315631641613611	1.8077736553798025	10.049341856106187
1.9952623149688798e-7	-4.984421191399407	1.6605256939022432	9.5223220946972
2.51188643150958e-7	-4.625432725895187	1.500928323576061	8.951102162684663
3.162277660168379e-7	-4.245575835993738	1.3320533816860998	8.346676559921644
3.981071705534972e-7	-3.8537225385511813	1.1578451526364297	7.723162386626391
5.011872336272722e-7	-3.459948586957284	0.9827830735327723	7.09659212222045
6.309573444801932e-7	-3.07452756855018	0.8114345349404606	6.483313040348473
7.943282347242815e-7	-2.706882953551605	0.6479889879960569	5.898319716756129
1.e-6	-2.3647180206104195	0.49587113117018417	5.353869573376463
1.2589254117941674e-6	-2.053482313703169	0.3575037106998884	4.858633909031509
1.5848931924611137e-6	-1.7762266849816124	0.23424307690914228	4.417467245710063
1.99526231496888e-6	-1.533795368544654	0.12646457636122815	4.031712956476371
2.51188643150958e-6	-1.3252399470881042	0.03374659234951536	3.6998619681998046
3.1622776601683796e-6	-1.1483266294484835	-0.044903930598131886	3.418359940412694
3.9810717055349725e-6	-1.0000321418772466	-0.11083102390784753	3.182396326993099
5.0118723362727224e-6	-0.8769633338925304	-0.1655431463127841	2.9865720537272002
6.309573444801933e-6	-0.7756736549789516	-0.21057248331381526	2.8254030983786294
7.943282347242815e-6	-0.6928769719982611	-0.2473798857099622	2.6936607211453034
0.00001	-0.6255742706841648	-0.27729853681056543	2.5865730783144607
0.000012589254117941673	-0.5711141962573867	-0.3015070320008847	2.4999215630055094
0.000015848931924611134	-0.5272078115726777	-0.32102281062501875	2.430064299466935
0.0000199526231496888	-0.49191451468056346	-0.33670840786972595	2.373913749334519
0.0000251188643150958	-0.4636118313218906	-0.34928487317428314	2.328888663449192
0.000031622776601683795	-0.4409578901072207	-0.35934843886723006	2.2928543950157922
0.00003981071705534972	-0.42285224380813957	-0.3673879204684766	2.2640605868990415
0.000050118723362727224	-0.40839838663882966	-0.3738013584513514	2.2410815648562203
0.00006309573444801933	-0.3968697274368068	-0.37891111788110443	2.222762238942021
0.00007943282347242815	-0.3876797502015757	-0.3829771192698445	2.208170679340982
0.0001	-0.3803564691142941	-0.3862081511761273	2.1965575400497226
0.00012589254117941674	-0.37452093546520515	-0.3887713700733042	2.1873219481553723
0.00015848931924611134	-0.3698693817709199	-0.39080016895431174	2.179983203490321
0.00019952623149688798	-0.3661585253480059	-0.3924006234231592	2.174157534359053
0.000251188643150958	-0.36319355373489914	-0.39365672305673655	2.1695391567106066
0.00031622776601683794	-0.3608183479516303	-0.39463457975546024	2.165884939427705
0.0003981071705534972	-0.3589075482706999	-0.3953857817656529	2.1630020581454983
0.0005011872336272722	-0.35736012005905243	-0.39595003683730334	2.160738106973562
0.0006309573444801933	-0.35609412827847564	-0.39635722321749706	2.1589732221325177
0.0007943282347242815	-0.35504247533722866	-0.3966289441788285	2.1576138490698136
0.001	-0.3541493969090741	-0.39677966105760154	2.1565878531929332
0.0012589254117941673	-0.3533675438587775	-0.3968174614033871	2.1558407336970227
0.0015848931924611134	-0.35265550589537764	-0.39674450268691164	2.1553327506825
0.00199526231496888	-0.35197565469060377	-0.39655715789650564	2.155036818869858
0.0025118864315095803	-0.351292201812489	-0.39624587716910614	2.154937057846494
0.0031622776601683794	-0.3505693809573722	-0.3957947694369711	2.155027919973717
0.003981071705534972	-0.34976967585480945	-0.3951809003395703	2.1553138436816717
0.005011872336272723	-0.3488520264471092	-0.39437329826706957	2.1558094023850325
0.006309573444801933	-0.34776995862579113	-0.39333166101879485	2.156539937645547
0.007943282347242816	-0.3464695998712658	-0.3920047638677806	2.1575426786898926
0.01	-0.3448875686593986	-0.39032858991050595	2.1588683569650073
0.012589254117941673	-0.34294876499886395	-0.38822424128578015	2.1605833202398506
0.015848931924611134	-0.34056415009057595	-0.3855957529138762	2.162772129227945
0.0199526231496888	-0.3376286932772825	-0.3823280280961845	2.1655405701754176
0.0251188643150958	-0.334019792449545	-0.3782852567709184	2.169018923321127
0.0316227766016838	-0.32959664453763465	-0.37331036751971114	2.1733651674123444
0.03981071705534972	-0.3242012498738383	-0.3672262968741823	2.17876754777893
0.05011872336272723	-0.3176619506674545	-0.3598401029295645	2.185445566024708
0.06309573444801933	-0.3098005653971782	-0.350951131899647	2.193647961982427
0.07943282347242815	-0.30044417200469187	-0.3403644350003913	2.2036457134996272
0.1	-0.2894422449666086	-0.327910238058633	2.215717658516261
0.12589254117941673	-0.27668897770059897	-0.31346927565805727	2.23012641051173
0.15848931924611134	-0.2621491128926336	-0.29700209142505785	2.247083335422735
0.19952623149688797	-0.24588358968096893	-0.2785781240166506	2.266704024503636
0.251188643150958	-0.22806933714220312	-0.2583981551319645	2.2889600090521403
0.31622776601683794	-0.20900656583990304	-0.23680258780723235	2.3136374047301325
0.3981071705534972	-0.18910801156107704	-0.21425927207078035	2.340316356020341
0.5011872336272722	-0.16886827301178797	-0.19132877317449246	2.3683836160987015
0.6309573444801932	-0.1488168957303456	-0.16861122118222716	2.397082871292313
0.7943282347242815	-0.12946410402412137	-0.14668482862931093	2.4255955313490642
1.	-0.11125063453070942	-0.1260490542107521	2.4531339894194915
1.2589254117941673	-0.09451168943693909	-0.1070837638011526	2.479025312212922
1.5848931924611136	-0.07946033730005046	-0.09003042590357248	2.5027678231506396
1.9952623149688795	-0.06618999722157701	-0.07499492898690995	2.524053194123086
2.51188643150958	-0.054691276656014635	-0.061966661801259454	2.54275717988467
3.1622776601683795	-0.04487658169177536	-0.05084639993578988	2.5589088529783286
3.9810717055349722	-0.036606390059670535	-0.04147607600506716	2.5726499317837925
5.011872336272722	-0.029712878816256894	-0.0336655522553245	2.5841938093904053
6.309573444801933	-0.024018679315376552	-0.02721387188542548	2.593790321872138
7.943282347242816	-0.019350217774636053	-0.021924375356171307	2.601698857166952
10.	-0.01554615522442495	-0.017614263874756272	2.6081699447563866
12.589254117941673	-0.012461924264498601	-0.01411974022376974	2.6134341087547055
15.848931924611136	-0.00997144933230244	-0.011297958256973965	2.617696269344753
19.952623149688794	-0.007967011805877425	-0.00902687031506556	2.6211340066949007
25.118864315095802	-0.006358013219008568	-0.007203826083523013	2.62389828048673
31.622776601683796	-0.005069177179129753	-0.005743535424652941	2.626115546864309
39.81071705534972	-0.004038549778054429	-0.004575802856071357	2.627890537906547
50.11872336272722	-0.0032155201815237864	-0.0036432848659563744	2.6293092289143316
63.095734448019336	-0.0025589853018072738	-0.002899410461456185	2.6304417102569606
79.43282347242815	-0.0020357174407445514	-0.0023065316775616423	2.6313448122020513
100.	-0.0016189531115939563	-0.0018343246811045805	2.632064416520387
