eta	err
1e-09	0.014207129935019918
1.0592537251772898e-09	0.014207108483382429
1.1220184543019653e-09	0.014207085760655078
1.1885022274370164e-09	0.014207061691520738
1.2589254117941663e-09	0.01420703619619985
1.333521432163324e-09	0.014207009190185915
1.4125375446227555e-09	0.014206980583963448
1.4962356560944358e-09	0.014206950282714752
1.584893192461111e-09	0.014206918186003734
1.6788040181225589e-09	0.014206884187441942
1.7782794100389228e-09	0.014206848174336312
1.883649089489802e-09	0.0142068100273187
1.9952623149688828e-09	0.014206769619946765
2.113489039836643e-09	0.014206726818285055
2.2387211385683377e-09	0.014206681480463381
2.3713737056616553e-09	0.014206633456204326
2.511886431509582e-09	0.01420658258632566
2.660725059798814e-09	0.014206528702214926
2.8183829312644493e-09	0.014206471625266039
2.985382618917957e-09	0.014206411166290936
3.1622776601683795e-09	0.014206347124891864
3.3496543915782794e-09	0.014206279288796298
3.5481338923357603e-09	0.014206207433153583
3.758374042884436e-09	0.01420613131979017
3.981071705534969e-09	0.014206050696419203
4.216965034285823e-09	0.014205965295805482
4.466835921509635e-09	0.014205874834877388
4.731512589614813e-09	0.014205779013793156
5.011872336272715e-09	0.0142056775149404
5.3088444423098795e-09	0.014205570001890386
5.623413251903491e-09	0.014205456118277237
5.956621435290109e-09	0.014205335486619624
6.309573444801943e-09	0.014205207707068955
6.6834391756861355e-09	0.01420507235608368
7.0794578438413736e-09	0.014204928985025386
7.498942093324558e-09	0.014204777118672417
7.943282347242822e-09	0.01420461625364432
8.413951416451965e-09	0.014204445856731591
8.912509381337441e-09	0.01420426536313073
9.440608762859226e-09	0.014204074174571597
1e-08	0.014203871657332296
1.0592537251772898e-08	0.01420365714014213
1.122018454301963e-08	0.014203429911952501
1.188502227437019e-08	0.014203189219581261
1.2589254117941661e-08	0.01420293426521979
1.333521432163324e-08	0.014202664203780966
1.4125375446227554e-08	0.01420237814010624
1.496235656094433e-08	0.014202075125991552
1.5848931924611143e-08	0.014201754157047974
1.6788040181225588e-08	0.014201414169371165
1.7782794100389228e-08	0.014201054036015355
1.883649089489802e-08	0.01420067256325524
1.9952623149688786e-08	0.01420026848663352
2.1134890398366476e-08	0.014199840466764277
2.2387211385683378e-08	0.014199387084895765
2.371373705661655e-08	0.014198906838208496
2.511886431509582e-08	0.014198398134830481
2.6607250597988087e-08	0.014197859288561734
2.818382931264455e-08	0.014197288513284103
2.985382618917957e-08	0.01419668391704179
3.162277660168379e-08	0.01419604349576721
3.3496543915782795e-08	0.014195365126638153
3.548133892335753e-08	0.01419464656104123
3.7583740428844434e-08	0.014193885417116593
3.981071705534969e-08	0.014193079171860877
4.2169650342858225e-08	0.01419222515276584
4.4668359215096346e-08	0.014191320528953694
4.731512589614803e-08	0.014190362301798116
5.011872336272725e-08	0.014189347294976017
5.3088444423098795e-08	0.014188272143942382
5.6234132519034905e-08	0.014187133284773468
5.95662143529011e-08	0.014185926942350085
6.30957344480193e-08	0.01418464911784115
6.683439175686149e-08	0.01418329557544766
7.079457843841373e-08	0.014181861828355059
7.498942093324559e-08	0.014180343123861357
7.943282347242822e-08	0.014178734427611193
8.413951416451947e-08	0.014177030406910322
8.912509381337459e-08	0.014175225413038658
9.440608762859226e-08	0.014173313462519798
1e-07	0.01417128821728368
1.0592537251772897e-07	0.014169142963641993
1.122018454301963e-07	0.01416687059003046
1.188502227437019e-07	0.01416446356342127
1.2589254117941662e-07	0.01416191390434335
1.333521432163324e-07	0.014159213160414939
1.4125375446227555e-07	0.014156352378313414
1.4962356560944328e-07	0.014153322074079044
1.584893192461114e-07	0.014150112201656774
1.6788040181225588e-07	0.014146712119575104
1.7782794100389227e-07	0.014143110555645226
1.883649089489802e-07	0.014139295569571211
1.9952623149688787e-07	0.014135254513334418
2.1134890398366478e-07	0.014130973989236902
2.2387211385683377e-07	0.014126439805447302
2.3713737056616554e-07	0.014121636928915774
2.5118864315095823e-07	0.014116549435489198
2.6607250597988083e-07	0.014111160457070282
2.818382931264455e-07	0.014105452125638527
2.9853826189179574e-07	0.014099405513950832
3.162277660168379e-07	0.014093000572716398
3.3496543915782793e-07	0.014086216064051058
3.548133892335753e-07	0.014079029490971402
3.7583740428844433e-07	0.014071417022706634
3.981071705534969e-07	0.01406335341557837
4.2169650342858225e-07	0.014054811929170574
4.466835921509635e-07	0.014045764237531943
4.7315125896148026e-07	0.014036180335092095
5.011872336272725e-07	0.014026028436996811
5.308844442309879e-07	0.014015274873508921
5.62341325190349e-07	0.014003883978141745
5.956621435290109e-07	0.013991817969136414
6.30957344480193e-07	0.013979036823892678
6.683439175686149e-07	0.013965498145928996
7.079457843841374e-07	0.013951157023932334
7.498942093324558e-07	0.01393596588241445
7.943282347242822e-07	0.013919874323484446
8.413951416451948e-07	0.013902828959199406
8.912509381337459e-07	0.013884773233925563
9.440608762859226e-07	0.013865647236127564
1e-06	0.013845387498932547
1.0592537251772898e-06	0.013823926788811907
1.122018454301963e-06	0.013801193881659783
1.1885022274370189e-06	0.01377711332551292
1.2589254117941661e-06	0.013751605189113662
1.333521432163324e-06	0.013724584795458046
1.4125375446227554e-06	0.013695962439431403
1.4962356560944329e-06	0.013665643088572746
1.584893192461114e-06	0.013633526065944248
1.678804018122559e-06	0.013599504714039038
1.778279410038923e-06	0.013563466038565918
1.883649089489802e-06	0.01352529033090822
1.9952623149688787e-06	0.013484850767959234
2.113489039836648e-06	0.013442012987962186
2.2387211385683376e-06	0.013396634640901373
2.3713737056616552e-06	0.01334856491190004
2.5118864315095823e-06	0.013297644015971595
